,customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,online_backup.1,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_label
2456,4662EKDPQ,1,Male,44,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,37.29,Yes,Yes,Cable,20.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,118.3,0.0,0,74.58,192.88,Yes
2457,9259PACGQ,1,Female,19,Yes,No,Yes,No,0,1,Q3,Yes,1,34,No Offer,Yes,41.32,Yes,Yes,Cable,71.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.65,2274.9,0.0,0,1404.88,3679.78,Yes
2458,4415IJZTP,1,Female,33,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,13.61,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0.0,0,13.61,88.11,Yes
2459,1465VINDH,1,Female,31,No,No,Yes,No,0,1,Q3,Yes,1,10,No Offer,Yes,32.07,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0.0,0,320.7,1389.55,Yes
2460,2810FTLEM,1,Female,21,Yes,No,No,No,0,1,Q3,No,0,16,No Offer,Yes,14.26,No,Yes,DSL,53.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,762.25,0.0,0,228.16,990.41,Yes
2461,1925TIBLE,1,Female,62,No,No,Yes,No,0,1,Q3,Yes,1,7,No Offer,Yes,22.61,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.27,760.77,Yes
2462,1447GIQMR,1,Male,54,No,No,Yes,No,0,1,Q3,Yes,1,1,No Offer,Yes,2.2,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.15,69.15,0.0,0,2.2,71.35,Yes
2463,0872NXJYS,1,Female,40,No,No,No,No,0,1,Q3,No,0,9,No Offer,Yes,45.41,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,723.4,0.0,0,408.69,1132.09,Yes
2464,9412ARGBX,1,Female,47,No,No,No,No,0,1,Q3,No,0,48,No Offer,Yes,29.54,No,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,95.5,4627.85,0.0,0,1417.92,6045.77,Yes
2465,2737WFVYW,1,Female,28,Yes,No,No,No,0,1,Q3,No,0,2,No Offer,No,0.0,,Yes,DSL,48.0,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,0.0,10,0.0,95.5,Yes
2466,9850OWRHQ,1,Female,55,No,No,Yes,No,0,1,Q3,Yes,1,3,No Offer,Yes,16.29,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.1,228.0,0.0,0,48.87,276.87,Yes
2467,8676TRMJS,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,34.49,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,Yes
2468,8182PNAGI,1,Male,50,No,No,No,No,0,1,Q3,No,0,12,No Offer,Yes,46.58,No,Yes,DSL,26.0,No,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.25,593.75,0.0,120,558.96,1272.71,Yes
2469,2180DXNEG,1,Female,46,No,No,No,No,0,1,Q3,No,0,12,No Offer,Yes,25.54,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,1062.1,0.0,0,306.48,1368.58,Yes
2470,5515AKOAJ,1,Female,38,No,No,No,No,0,1,Q3,No,0,54,No Offer,Yes,41.83,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.72,Yes
2471,8976OQHGT,1,Female,38,No,No,Yes,Yes,3,1,Q3,Yes,5,4,No Offer,Yes,42.71,No,Yes,DSL,56.0,No,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0.0,0,170.84,405.94,Yes
2472,5294CDGWY,1,Male,51,No,No,Yes,No,0,1,Q3,Yes,1,51,No Offer,No,0.0,,Yes,DSL,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0.0,0,0.0,3014.65,Yes
2473,5295PCJOO,1,Male,44,No,No,No,Yes,2,1,Q3,No,0,4,No Offer,Yes,9.77,No,Yes,Cable,16.0,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,184.4,0.0,10,39.08,233.48,Yes
2474,9863JZAIC,1,Male,60,No,No,No,No,0,1,Q3,No,0,35,No Offer,Yes,48.93,No,Yes,Cable,14.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.0,2010.55,0.0,0,1712.55,3723.1,Yes
2475,7660HDPJV,1,Female,51,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,10.08,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,10.08,79.28,Yes
2476,7931PXHFC,1,Male,46,No,No,No,No,0,1,Q3,No,0,38,No Offer,Yes,46.21,No,Yes,Cable,14.0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,62.3,2354.8,0.0,0,1755.98,4110.78,Yes
2477,4919MOAVT,1,Male,53,No,No,No,No,0,1,Q3,No,0,3,Offer E,Yes,39.38,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,220.1,0.0,0,118.14,338.24,Yes
2478,3090HAWSU,1,Male,44,No,No,No,No,0,1,Q3,No,0,61,No Offer,Yes,7.82,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.07,Yes
2479,9820RMCQV,1,Female,43,No,No,No,No,0,1,Q3,No,0,11,No Offer,Yes,19.01,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,48.55,501.0,0.0,130,209.11,840.11,Yes
2480,7839QRKXN,1,Female,62,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,48.25,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,Yes
2481,5204QZXPU,1,Male,50,No,No,No,No,0,1,Q3,No,0,19,No Offer,No,0.0,,Yes,DSL,21.0,No,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0.0,0,0.0,733.35,Yes
2482,4597ELFTS,1,Male,57,No,No,No,No,0,1,Q3,No,0,56,No Offer,Yes,2.58,Yes,No,,,,,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.9,1334.0,0.0,0,144.48,1478.48,Yes
2483,8450JOVAH,1,Male,62,No,No,Yes,Yes,3,1,Q3,Yes,1,2,No Offer,Yes,5.67,Yes,Yes,DSL,53.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0.0,0,11.34,124.89,Yes
2484,1113IUJYX,1,Female,59,No,No,Yes,No,0,1,Q3,Yes,3,14,No Offer,Yes,5.63,No,Yes,Fiber Optic,23.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0.0,0,78.82,1427.72,Yes
2485,7758XKCBS,1,Male,56,No,No,No,No,0,1,Q3,No,0,15,No Offer,No,0.0,,Yes,DSL,29.0,No,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,438.25,0.0,90,0.0,528.25,Yes
2486,8992JQYUN,1,Male,40,No,No,Yes,No,0,1,Q3,Yes,1,1,Offer E,No,0.0,,Yes,DSL,20.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,50.35,0.0,0,0.0,50.35,Yes
2487,0617AQNWT,1,Female,61,No,No,Yes,No,0,1,Q3,Yes,5,64,No Offer,No,0.0,,Yes,DSL,27.0,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0.0,0,0.0,3147.5,Yes
2488,2446PLQVO,1,Male,32,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,5.67,75.97,Yes
2489,8784CGILN,1,Female,34,No,No,No,No,0,1,Q3,No,0,18,No Offer,Yes,36.49,Yes,Yes,Fiber Optic,3.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0.0,0,656.82,2433.77,Yes
2490,9451LPGOO,1,Male,22,Yes,No,No,No,0,1,Q3,No,0,7,Offer E,Yes,30.61,Yes,Yes,Fiber Optic,59.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,620.35,0.0,0,214.27,834.62,Yes
2491,2025JKFWI,1,Male,31,No,No,No,No,0,1,Q3,No,0,13,No Offer,Yes,24.14,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.7,0.0,0,313.82,1615.52,Yes
2492,4078SAYYN,1,Female,45,No,No,No,No,0,1,Q3,No,0,11,No Offer,Yes,48.64,Yes,Yes,Fiber Optic,28.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0.0,0,535.04,1664.79,Yes
2493,9940HPQPG,1,Female,58,No,No,Yes,No,0,1,Q3,Yes,1,9,Offer E,Yes,22.0,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.75,865.8,0.0,0,198.0,1063.8,Yes
2494,6618RYATB,1,Female,56,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,5.1,Yes,Yes,Fiber Optic,10.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0.0,0,5.1,84.65,Yes
2495,9079YEXQJ,1,Female,56,No,No,No,No,0,1,Q3,No,0,54,No Offer,Yes,46.74,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0.0,50,2523.96,8588.81,Yes
2496,2685SREOM,1,Female,36,No,No,Yes,No,0,1,Q3,Yes,1,25,No Offer,Yes,23.24,Yes,Yes,Fiber Optic,25.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0.0,0,581.0,2949.4,Yes
2497,0402CQAJN,1,Female,22,Yes,No,No,No,0,1,Q3,No,0,37,No Offer,Yes,24.04,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,3545.35,0.0,0,889.48,4434.83,Yes
2498,6692UDPJC,1,Female,61,No,No,Yes,Yes,1,1,Q3,Yes,1,14,No Offer,Yes,9.13,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,0.0,0,127.82,1428.82,Yes
2499,0295PPHDO,1,Male,56,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,5.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0,5.59,101.04,Yes
2500,1195OIYEJ,1,Male,54,No,No,No,No,0,1,Q3,No,0,13,Offer D,Yes,5.43,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0.0,80,70.59,1286.29,Yes
2501,5906CVLHP,1,Female,60,No,No,Yes,No,0,1,Q3,Yes,1,45,No Offer,Yes,42.04,No,Yes,Cable,26.0,No,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.15,2319.8,0.0,0,1891.8,4211.6,Yes
2502,4501EQDRN,1,Female,64,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,21.52,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,0.0,0,21.52,91.22,Yes
2503,2990HWIML,1,Female,58,No,No,No,No,0,1,Q3,No,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Yes
2504,7384GHBPI,1,Male,61,No,No,Yes,No,0,1,Q3,Yes,1,3,Offer E,No,0.0,,Yes,Cable,13.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0.0,0,0.0,99.75,Yes
2505,7603USHJS,1,Male,27,Yes,No,No,Yes,1,1,Q3,No,0,12,Offer D,Yes,14.96,Yes,Yes,Fiber Optic,59.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.75,871.4,0.0,0,179.52,1050.92,Yes
2506,5876HZVZM,1,Female,55,No,No,Yes,Yes,3,1,Q3,Yes,1,6,Offer E,Yes,14.51,No,Yes,Cable,20.0,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0.0,30,87.06,482.41,Yes
2507,3085QUOZK,1,Female,55,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,34.48,No,Yes,Cable,9.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,Yes
2508,3926CUQZX,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,11.06,No,Yes,DSL,58.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0.0,0,11.06,56.16,Yes
2509,1041RXHRA,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,41,No Offer,Yes,40.78,No,Yes,Fiber Optic,41.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,2868.05,0.0,0,1671.98,4540.03,Yes
2510,1750CSKKM,1,Male,40,No,No,No,Yes,3,1,Q3,No,0,9,Offer E,Yes,41.02,No,Yes,DSL,27.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.35,449.75,0.0,0,369.18,818.93,Yes
2511,8267ZNYVZ,1,Female,47,No,No,Yes,No,0,1,Q3,Yes,1,33,No Offer,Yes,15.66,No,Yes,Fiber Optic,24.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.75,3361.05,0.0,100,516.78,3977.83,Yes
2512,6457GIRWB,1,Male,57,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,22.03,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,22.03,91.38,Yes
2513,1450SKCVI,1,Female,22,Yes,No,No,No,0,1,Q3,No,0,56,No Offer,Yes,35.59,No,Yes,Fiber Optic,69.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0.0,0,1993.04,6085.89,Yes
2514,5570PTWEH,1,Female,33,No,No,Yes,No,0,1,Q3,Yes,1,3,No Offer,Yes,15.02,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0.0,0,45.06,261.81,Yes
2515,6502MJQAE,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,46.21,No,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,46.21,115.81,Yes
2516,7693LCKZL,1,Male,57,No,No,Yes,Yes,1,1,Q3,Yes,1,5,No Offer,Yes,11.54,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385.0,0.0,0,57.7,442.7,Yes
2517,0032PGELS,1,Female,37,No,No,Yes,Yes,1,1,Q3,Yes,1,1,No Offer,No,0.0,,Yes,DSL,19.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,0,0.0,30.5,Yes
2518,6797LNAQX,1,Male,34,No,No,Yes,No,0,1,Q3,Yes,1,70,Offer A,Yes,29.59,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.3,6859.5,0.0,20,2071.3,8950.8,Yes
2519,6394MFYNG,1,Female,20,Yes,No,No,No,0,1,Q3,No,0,48,No Offer,Yes,5.19,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.4,5121.3,0.0,0,249.12,5370.42,Yes
2520,8155IBNHG,1,Female,55,No,No,Yes,No,0,1,Q3,Yes,1,24,No Offer,Yes,17.73,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.4,1747.85,0.0,0,425.52,2173.37,Yes
2521,4745LSPLO,1,Male,22,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,19.85,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,19.85,40.35,Yes
2522,8083YTZES,1,Male,52,No,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,47.82,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,265.35,0.0,0,191.28,456.63,Yes
2523,3976BWUCK,1,Female,63,No,No,Yes,No,0,1,Q3,Yes,1,30,No Offer,Yes,7.01,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0.0,0,210.3,3014.75,Yes
2524,3585ISXZP,1,Female,53,No,No,No,No,0,1,Q3,No,0,8,No Offer,Yes,29.66,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,0.0,0,237.28,1015.38,Yes
2525,4174LPGTI,1,Female,49,No,No,Yes,No,0,1,Q3,Yes,1,41,No Offer,Yes,32.02,No,Yes,DSL,28.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,66.5,2728.6,0.0,0,1312.82,4041.42,Yes
2526,2108XWMPY,1,Male,29,Yes,No,No,No,0,1,Q3,No,0,3,No Offer,No,0.0,,Yes,DSL,85.0,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.45,106.85,0.0,0,0.0,106.85,Yes
2527,6304IJFSQ,1,Male,63,No,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,46.57,No,Yes,Cable,16.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.9,130.1,0.0,0,139.71,269.81,Yes
2528,0093XWZFY,1,Male,51,No,No,No,No,0,1,Q3,No,0,40,No Offer,Yes,37.69,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,4036.85,0.0,0,1507.6,5544.45,Yes
2529,7703ZEKEF,1,Male,47,No,No,No,No,0,1,Q3,No,0,23,Offer D,Yes,18.7,Yes,Yes,Fiber Optic,24.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.0,1917.1,0.0,0,430.1,2347.2,Yes
2530,5482NUPNA,1,Female,28,Yes,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,18.03,No,Yes,Cable,59.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.4,272.15,0.0,0,72.12,344.27,Yes
2531,1122JWTJW,1,Male,64,No,No,Yes,Yes,2,1,Q3,Yes,1,1,No Offer,Yes,37.68,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,70.65,0.0,0,37.68,108.33,Yes
2532,1699HPSBG,1,Male,44,No,No,No,No,0,1,Q3,No,0,12,Offer D,Yes,9.6,No,Yes,Cable,23.0,No,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.8,727.8,0.0,0,115.2,843.0,Yes
2533,8775CEBBJ,1,Female,40,No,No,No,No,0,1,Q3,No,0,9,No Offer,Yes,41.92,No,Yes,Cable,29.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0.0,0,377.28,780.63,Yes
2534,0639TSIQW,1,Female,28,Yes,No,No,No,0,1,Q3,No,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0.0,0,2512.5,9398.75,Yes
2535,7590VHVEG,1,Female,36,No,No,Yes,No,0,1,Q3,No,0,1,Offer E,No,0.0,,Yes,DSL,10.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.85,29.85,0.0,0,0.0,29.85,No
2536,5575GNVDE,1,Male,46,No,No,No,No,0,1,Q3,No,0,34,No Offer,Yes,17.09,No,Yes,DSL,16.0,Yes,No,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,1889.5,0.0,0,581.06,2470.56,No
2537,7795CFOCW,1,Male,53,No,No,No,No,0,1,Q3,No,0,45,No Offer,No,0.0,,Yes,DSL,10.0,Yes,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0.0,0,0.0,1840.75,No
2538,1452KIOVK,1,Male,42,No,No,No,Yes,3,1,Q3,No,0,22,Offer D,Yes,29.54,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1,1949.4,0.0,0,649.88,2599.28,No
2539,6713OKOMC,1,Female,42,No,No,No,No,0,1,Q3,No,0,10,Offer D,No,0.0,,Yes,DSL,8.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.75,301.9,0.0,0,0.0,301.9,No
2540,6388TABGU,1,Male,48,No,No,No,No,0,1,Q3,No,0,62,Offer B,Yes,7.96,No,Yes,DSL,8.0,Yes,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,56.15,3487.95,0.0,0,493.52,3981.47,No
2541,9763GRSKD,1,Male,37,No,No,Yes,Yes,2,1,Q3,Yes,1,13,Offer D,Yes,29.68,No,Yes,DSL,22.0,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,0.0,150,385.84,1123.29,No
2542,7469LKBCI,1,Male,21,Yes,No,No,No,0,1,Q3,No,0,16,Offer D,Yes,32.62,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,18.95,326.8,0.0,0,521.92,848.72,No
2543,8091TTVAX,1,Male,39,No,No,Yes,No,0,1,Q3,Yes,7,58,Offer B,Yes,5.69,Yes,Yes,Fiber Optic,10.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,5681.1,0.0,0,330.02,6011.12,No
2544,5129JLPIS,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,25,No Offer,Yes,10.4,No,Yes,Fiber Optic,48.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,2686.05,0.0,0,260.0,2946.05,No
2545,3655SNQYZ,1,Female,48,No,No,Yes,No,0,1,Q3,Yes,7,69,Offer A,Yes,33.23,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.25,7895.15,0.0,0,2292.87,10188.02,No
2546,8191XWSZG,1,Female,57,No,No,No,No,0,1,Q3,No,0,52,Offer B,Yes,22.55,No,No,,,,,,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,1022.95,0.0,0,1172.6,2195.55,No
2547,9959WOFKT,1,Male,61,No,No,No,No,0,1,Q3,No,0,71,No Offer,Yes,14.67,Yes,Yes,Fiber Optic,7.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,0.0,0,1041.57,8423.82,No
2548,4183MYFRB,1,Female,30,No,No,No,No,0,1,Q3,No,0,21,Offer D,Yes,6.49,No,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,0.0,30,136.29,2029.19,No
2549,1680VDCWW,1,Male,45,No,No,Yes,No,0,1,Q3,Yes,10,12,Offer D,Yes,11.04,No,No,,,,,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,202.25,0.0,0,132.48,334.73,No
2550,3638WEABW,1,Female,25,Yes,No,Yes,No,0,1,Q3,Yes,1,58,Offer B,Yes,48.98,Yes,Yes,Cable,76.0,No,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,59.9,3505.1,0.0,0,2840.84,6345.94,No
2551,6322HRPFA,1,Male,42,No,No,Yes,Yes,2,1,Q3,Yes,3,49,Offer B,Yes,5.29,No,Yes,Cable,30.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0.0,0,259.21,3229.51,No
2552,6865JZNKO,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,30,No Offer,Yes,19.41,No,Yes,Cable,27.0,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1530.6,0.0,0,582.3,2112.9,No
