customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,online_backup.1,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
2038LLMLM,1,Female,35,No,No,No,No,0,1,Q3,No,0,48,No Offer,Yes,10.5,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,4946.05,0.0,0,504.0,5450.05
1216BGTSP,1,Male,30,No,No,No,No,0,1,Q3,No,0,45,No Offer,Yes,5.97,Yes,Yes,Fiber Optic,73.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.45,4964.7,0.0,0,268.65,5233.35
4138NAXED,1,Male,54,No,No,No,No,0,1,Q3,No,0,51,No Offer,Yes,42.93,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.0,4085.75,0.0,10,2189.43,6285.18
0744BIKKF,1,Male,39,No,No,No,No,0,1,Q3,No,0,72,Offer A,Yes,11.41,Yes,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.65,6224.8,0.0,0,821.52,7046.32
7483IQWIB,1,Male,33,No,No,Yes,Yes,1,1,Q3,Yes,1,37,Offer C,Yes,38.89,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,3415.25,0.0,0,1438.93,4854.18
5248KWLAR,1,Male,31,No,No,Yes,No,0,1,Q3,Yes,1,71,Offer A,Yes,18.42,Yes,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,0.0,0,1307.82,7633.07
7996MHXLW,1,Female,51,No,No,No,No,0,1,Q3,No,0,66,Offer A,Yes,20.77,Yes,No,,,,,,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,1683.6,0.0,0,1370.82,3054.42
7833PKIHD,1,Male,59,No,No,Yes,No,0,1,Q3,Yes,1,51,No Offer,Yes,31.66,No,Yes,Cable,3.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.4,3966.3,0.0,0,1614.66,5580.96
7061OVMIM,1,Female,57,No,No,Yes,No,0,1,Q3,Yes,1,30,No Offer,Yes,21.14,No,No,,,,,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,608.5,0.0,0,634.2,1242.7
5153RTHKF,1,Female,26,Yes,No,No,No,0,1,Q3,No,0,34,No Offer,Yes,23.54,Yes,Yes,Fiber Optic,76.0,No,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.35,2896.6,0.0,0,800.36,3696.96
1852QSWCD,1,Male,62,No,No,Yes,Yes,1,1,Q3,Yes,1,64,No Offer,Yes,35.25,Yes,No,,,,,,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1514.85,0.0,0,2256.0,3770.85
9079LWTFD,1,Male,50,No,No,No,No,0,1,Q3,No,0,47,No Offer,Yes,47.73,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,100.75,4669.2,0.0,0,2243.31,6912.51
3392EHMNK,1,Female,53,No,No,Yes,Yes,3,1,Q3,Yes,1,67,Offer A,Yes,11.4,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,94.1,6302.8,0.0,0,763.8,7066.6
5986WWXDV,1,Male,42,No,No,No,No,0,1,Q3,No,0,39,No Offer,Yes,48.61,No,No,,,,,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.35,779.2,0.0,0,1895.79,2674.99
3061BCKYI,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,14,Offer D,Yes,43.5,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,283.75,0.0,0,609.0,892.75
7228PAQPD,1,Female,19,Yes,No,No,No,0,1,Q3,No,0,14,Offer D,Yes,34.01,No,Yes,Cable,69.0,No,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,59.1,772.85,0.0,0,476.14,1248.99
7746QYVCO,1,Male,57,No,No,Yes,No,0,1,Q3,Yes,1,16,Offer D,Yes,21.04,No,Yes,Cable,17.0,Yes,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,55.85,857.8,0.0,0,336.64,1194.44
5804HYIEZ,1,Male,40,No,No,Yes,Yes,1,1,Q3,Yes,1,70,Offer A,Yes,40.28,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,7554.05,0.0,0,2819.6,10373.65
5934TSSAU,1,Female,51,No,No,Yes,Yes,3,1,Q3,Yes,6,23,Offer D,Yes,48.73,No,Yes,Fiber Optic,75.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1702.9,0.0,0,1120.79,2823.69
3486KHMLI,1,Male,53,No,No,No,Yes,1,1,Q3,No,0,21,Offer D,Yes,31.26,Yes,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,467.15,0.0,0,656.46,1123.61
6784XYJAE,1,Female,38,No,No,No,No,0,1,Q3,No,0,36,No Offer,Yes,46.92,Yes,Yes,DSL,5.0,No,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,55.8,1941.5,0.0,70,1689.12,3700.62
3933DQPWX,1,Female,48,No,No,No,No,0,1,Q3,No,0,50,No Offer,No,0.0,,Yes,DSL,6.0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,1932.75,0.0,0,0.0,1932.75
6661EIPZC,1,Female,38,No,No,Yes,Yes,1,1,Q3,Yes,6,48,No Offer,No,0.0,,Yes,DSL,16.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.5,1423.05,0.0,0,0.0,1423.05
8957THMOA,1,Female,40,No,No,No,Yes,3,1,Q3,No,0,50,No Offer,Yes,18.95,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,970.85,0.0,0,947.5,1918.35
2251PYLPB,1,Male,34,No,No,Yes,No,0,1,Q3,Yes,3,72,Offer A,Yes,45.05,Yes,Yes,Cable,9.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,0.0,0,3243.6,9054.5
5555RNPGT,1,Male,61,No,No,No,Yes,3,1,Q3,No,0,10,Offer D,Yes,34.47,Yes,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.8,223.9,0.0,0,344.7,568.6
1057FOGLZ,1,Female,44,No,No,No,No,0,1,Q3,No,0,18,Offer D,Yes,18.2,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0.0,0,327.6,719.3
8087LGYHQ,1,Male,40,No,No,No,No,0,1,Q3,No,0,9,Offer E,Yes,15.53,No,Yes,Fiber Optic,14.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,0.0,0,139.77,951.42
4137BTIKL,1,Male,55,No,No,No,No,0,1,Q3,No,0,2,Offer E,Yes,27.17,Yes,Yes,Fiber Optic,23.0,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0.0,0,54.34,229.09
2190BCXEC,1,Female,61,No,No,Yes,No,0,1,Q3,Yes,10,40,No Offer,Yes,39.97,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.85,3126.85,0.0,0,1598.8,4725.65
6227FBDXH,1,Male,50,No,No,Yes,No,0,1,Q3,Yes,10,69,Offer A,Yes,3.81,Yes,Yes,Fiber Optic,4.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.45,0.0,0,262.89,7104.34
2911WDXMV,1,Male,29,Yes,No,No,Yes,3,1,Q3,No,0,18,Offer D,Yes,41.08,Yes,Yes,Fiber Optic,48.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1406.65,0.0,0,739.44,2146.09
4547FZJWE,1,Male,24,Yes,No,Yes,No,0,1,Q3,Yes,5,55,No Offer,Yes,36.17,No,Yes,DSL,69.0,Yes,No,No,No,No,No,Yes,Yes,No,One Year,No,Credit Card,59.45,3157.0,0.0,40,1989.35,5186.35
7422WNBTY,1,Male,35,No,No,Yes,No,0,1,Q3,Yes,5,33,No Offer,Yes,31.76,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,3092.0,0.0,0,1048.08,4140.08
0842IWYCP,1,Female,19,Yes,No,No,No,0,1,Q3,No,0,46,No Offer,Yes,40.32,No,Yes,Cable,51.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.95,2168.9,0.0,0,1854.72,4023.62
3521HTQTV,1,Male,54,No,No,No,No,0,1,Q3,No,0,34,No Offer,Yes,20.47,Yes,No,,,,,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.1,980.35,0.0,0,695.98,1676.33
3744ZBHON,1,Female,64,No,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,31.81,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,65.95,0.0,0,95.43,161.38
3373DIUUN,1,Male,58,No,No,Yes,Yes,3,1,Q3,Yes,6,30,No Offer,Yes,40.0,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,21.25,711.9,0.0,0,1200.0,1911.9
8383SGHJU,1,Female,41,No,No,No,No,0,1,Q3,No,0,33,No Offer,Yes,10.28,Yes,Yes,Cable,7.0,Yes,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.4,1952.8,0.0,0,339.24,2292.04
7607QKKTJ,1,Male,25,Yes,No,Yes,Yes,2,1,Q3,Yes,6,45,No Offer,Yes,33.45,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,95.0,4368.85,0.0,60,1505.25,5934.1
7707PYBBH,1,Male,49,No,No,No,No,0,1,Q3,No,0,40,No Offer,Yes,36.98,No,Yes,DSL,21.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2647.1,0.0,0,1479.2,4126.3
8984HPEMB,1,Female,58,No,No,No,No,0,1,Q3,No,0,71,Offer A,Yes,17.9,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0.0,0,1270.9,9748.5
4139DETXS,1,Female,53,No,No,Yes,No,0,1,Q3,No,0,72,Offer A,No,0.0,,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528.0,0.0,0,0.0,4528.0
9779DPNEJ,1,Female,59,No,No,Yes,Yes,3,1,Q3,Yes,5,22,Offer D,Yes,33.46,No,Yes,Fiber Optic,29.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,1790.65,0.0,0,736.12,2526.77
9805FILKB,1,Male,44,No,No,Yes,No,0,1,Q3,Yes,6,46,No Offer,Yes,4.72,No,No,,,,,,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,845.6,0.0,0,217.12,1062.72
5793YOLJN,1,Female,53,No,No,Yes,Yes,3,1,Q3,Yes,8,55,Offer B,Yes,38.51,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,21.0,1210.3,0.0,0,2118.05,3328.35
0673IGUQO,1,Male,26,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,30.09,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,20.45,0.0,0,30.09,50.54
4123FCVCB,1,Female,23,Yes,No,No,No,0,1,Q3,No,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0.0,0,591.0,1445.45
8819IMISP,1,Male,43,No,No,No,No,0,1,Q3,No,0,31,No Offer,Yes,37.07,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,2429.1,0.0,0,1149.17,3578.27
8311UEUAB,1,Female,24,Yes,No,Yes,No,0,1,Q3,Yes,5,67,Offer A,Yes,1.36,Yes,Yes,DSL,82.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.5,5229.45,0.0,0,91.12,5320.57
5858EAFCZ,1,Male,45,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,23.34,No,Yes,DSL,16.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,44.45,0.0,0,23.34,67.79
1163ONYEY,1,Male,61,No,No,Yes,Yes,2,1,Q3,Yes,4,41,Offer B,Yes,28.55,Yes,Yes,Cable,20.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,3023.55,0.0,0,1170.55,4194.1
5656MJEFC,1,Male,48,No,No,Yes,No,0,1,Q3,Yes,10,42,Offer B,No,0.0,,Yes,Cable,8.0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0.0,0,0.0,2032.3
6082OQFBA,1,Male,62,No,No,Yes,No,0,1,Q3,Yes,2,23,Offer D,Yes,24.88,No,No,,,,,,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,0.0,0,572.24,1009.14
8974OVACP,1,Female,40,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,27.59,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.15,20.15,0.0,0,27.59,47.74
4010YLMVT,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,56,Offer B,Yes,24.77,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,0.0,0,1387.12,7281.07
1379FRVEB,1,Male,31,No,No,No,Yes,1,1,Q3,No,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,1430.05,0.0,0,453.3,1883.35
8612GXIDD,1,Male,55,No,No,Yes,Yes,3,1,Q3,Yes,8,12,Offer D,Yes,44.12,Yes,No,,,,,,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.4,313.0,0.0,0,529.44,842.44
6288CHQJB,1,Female,21,Yes,No,Yes,No,0,1,Q3,Yes,3,54,Offer B,Yes,28.17,No,Yes,DSL,76.0,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.95,3871.85,0.0,0,1521.18,5393.03
8160HOWOX,1,Female,30,No,No,No,No,0,1,Q3,No,0,7,No Offer,Yes,48.16,No,Yes,DSL,85.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.85,458.1,0.0,0,337.12,795.22
6648INWPS,1,Male,30,No,No,Yes,Yes,3,1,Q3,Yes,4,16,Offer D,Yes,38.55,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,341.35,0.0,0,616.8,958.15
4223BKEOR,1,Female,55,No,No,No,No,0,1,Q3,No,0,21,Offer D,Yes,30.88,No,Yes,DSL,15.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,64.85,1336.8,0.0,0,648.48,1985.28
1763WQFUK,1,Male,45,No,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,26.38,No,Yes,DSL,25.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.5,147.75,0.0,0,79.14,226.89
1391UBDAR,1,Male,27,Yes,No,No,No,0,1,Q3,No,0,11,Offer D,Yes,18.33,No,Yes,Fiber Optic,76.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0.0,0,201.63,1020.08
8894JVDCV,1,Female,39,No,No,No,No,0,1,Q3,No,0,62,Offer B,Yes,36.84,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,0.0,0,2284.08,9417.53
2023VQFDL,1,Male,42,No,No,No,No,0,1,Q3,No,0,18,Offer D,Yes,33.16,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.0,348.8,0.0,0,596.88,945.68
1345GKDZZ,1,Male,20,Yes,No,No,Yes,1,1,Q3,No,0,6,No Offer,Yes,17.53,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,128.6,0.0,0,105.18,233.78
2014MKGMH,1,Female,45,No,No,No,No,0,1,Q3,No,0,46,Offer B,Yes,27.97,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,0.0,0,1286.62,5961.02
5628FCGYG,1,Male,46,No,No,No,No,0,1,Q3,No,0,21,No Offer,Yes,49.05,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,1737.45,0.0,0,1030.05,2767.5
2560WBWXF,1,Male,45,No,No,No,No,0,1,Q3,No,0,68,No Offer,Yes,37.79,Yes,No,,,,,,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,1498.85,0.0,0,2569.72,4068.57
0248IPDFW,1,Female,19,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,29.13,Yes,Yes,Cable,51.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0.0,0,29.13,79.23
7978DKUQH,1,Female,26,Yes,No,Yes,No,0,1,Q3,Yes,7,25,No Offer,Yes,37.1,No,Yes,Fiber Optic,82.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,1797.75,0.0,0,927.5,2725.25
4335UPJSI,1,Female,57,No,No,No,Yes,1,1,Q3,No,0,24,No Offer,Yes,34.24,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,498.1,0.0,0,821.76,1319.86
1784EZDKJ,1,Male,31,No,No,Yes,No,0,1,Q3,Yes,3,51,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0.0,140,1499.4,7138.2
9297FVVDH,1,Female,33,No,No,Yes,No,0,1,Q3,Yes,2,57,Offer B,Yes,10.05,Yes,Yes,DSL,16.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.5,4845.4,0.0,0,572.85,5418.25
8007YYPWD,1,Female,52,No,No,No,No,0,1,Q3,No,0,15,No Offer,Yes,40.97,Yes,No,,,,,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,369.1,0.0,0,614.55,983.65
7101HRBLJ,1,Female,25,Yes,No,Yes,No,0,1,Q3,Yes,9,72,No Offer,Yes,16.05,No,Yes,Cable,46.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,0.0,0,1155.6,7252.5
6635CPNUN,1,Male,25,Yes,No,Yes,No,0,1,Q3,Yes,10,28,No Offer,Yes,33.57,Yes,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,0.0,0,939.96,3624.31
5453YBTWV,1,Male,52,No,No,Yes,Yes,2,1,Q3,Yes,10,70,No Offer,Yes,49.67,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,101.1,6994.8,0.0,0,3476.9,10471.7
5039LZRQT,1,Female,52,No,No,No,No,0,1,Q3,No,0,13,No Offer,Yes,26.57,No,No,,,,,,No,No,No,No,No,No,One Year,No,Mailed Check,20.2,273.25,0.0,0,345.41,618.66
6418PIQSP,1,Female,49,No,No,Yes,No,0,1,Q3,Yes,6,62,Offer B,Yes,13.32,No,Yes,Cable,22.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,4985.9,0.0,0,825.84,5811.74
8220OCUFY,1,Female,30,No,No,No,No,0,1,Q3,No,0,21,No Offer,Yes,7.41,No,Yes,DSL,51.0,Yes,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.25,1258.35,0.0,0,155.61,1413.96
3995WFCSM,1,Female,28,Yes,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,15.25,No,Yes,DSL,82.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,0.0,0,30.5,141.9
1895QTKDO,1,Female,38,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,45.59,No,Yes,DSL,5.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,45.59,89.54
2038OEQZH,1,Male,63,No,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,44.36,No,Yes,Fiber Optic,20.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,0.0,0,177.44,485.54
1178PZGAB,1,Female,45,No,No,No,No,0,1,Q3,No,0,19,No Offer,Yes,18.57,No,No,,,,,,No,No,No,No,No,No,One Year,No,Credit Card,20.25,383.65,0.0,0,352.83,736.48
2626VEEWG,1,Male,48,No,No,Yes,Yes,2,1,Q3,Yes,6,67,No Offer,Yes,5.48,No,No,,,,,,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,0.0,0,367.16,1651.36
1657DYMBM,1,Male,35,No,No,Yes,No,0,1,Q3,Yes,8,53,Offer B,Yes,34.46,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1110.05,0.0,0,1826.38,2936.43
7311MQJCH,1,Female,54,No,No,No,No,0,1,Q3,No,0,5,No Offer,Yes,37.97,No,No,,,,,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,99.6,0.0,0,189.85,289.45
1136XGEQU,1,Female,53,No,No,Yes,No,0,1,Q3,Yes,9,50,Offer B,Yes,46.49,Yes,Yes,DSL,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,4164.4,0.0,0,2324.5,6488.9
2530FMFXO,1,Male,38,No,No,Yes,Yes,1,1,Q3,Yes,3,56,Offer B,Yes,42.16,Yes,Yes,Fiber Optic,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,0.0,0,2360.96,8234.71
6844DZKRF,1,Male,61,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,6.34,No,Yes,Cable,28.0,No,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,50.2,109.25,0.0,10,12.68,131.93
5970GHJAW,1,Male,40,No,No,Yes,Yes,2,1,Q3,Yes,9,46,Offer B,Yes,26.12,No,No,,,,,,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,862.4,0.0,0,1201.52,2063.92
8879XUAHX,1,Male,42,No,No,Yes,No,0,1,Q3,Yes,4,71,No Offer,Yes,6.19,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,0.0,0,439.49,9004.24
3689MOZGR,1,Female,30,No,No,No,No,0,1,Q3,No,0,29,No Offer,No,0.0,,Yes,Cable,59.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,0.0,0,0.0,926.2
4195PNGZS,1,Male,23,Yes,No,Yes,Yes,3,1,Q3,Yes,1,69,No Offer,Yes,33.09,Yes,No,,,,,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1718.2,0.0,0,2283.21,4001.41
5003XZWWO,1,Male,32,No,No,Yes,No,0,1,Q3,Yes,4,71,No Offer,Yes,15.12,Yes,Yes,DSL,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,5956.85,0.0,0,1073.52,7030.37
6922NCEDI,1,Male,38,No,No,No,No,0,1,Q3,No,0,56,Offer B,Yes,48.63,No,No,,,,,,No,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,1238.65,0.0,0,2723.28,3961.93
9891NQDBD,1,Female,22,Yes,No,Yes,No,0,1,Q3,Yes,7,28,No Offer,Yes,43.36,Yes,No,,,,,,No,No,No,No,No,No,One Year,No,Mailed Check,25.55,672.2,0.0,0,1214.08,1886.28
6131IUNXN,1,Female,47,No,No,Yes,Yes,2,1,Q3,Yes,6,19,No Offer,Yes,46.91,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,382.2,0.0,0,891.29,1273.49
8548AWOFC,1,Male,21,Yes,No,Yes,No,0,1,Q3,Yes,4,66,No Offer,Yes,7.67,Yes,Yes,DSL,69.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0.0,0,506.22,4770.82
9798DRYDS,1,Female,52,No,No,Yes,No,0,1,Q3,Yes,6,17,No Offer,Yes,47.59,Yes,Yes,DSL,25.0,No,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,61.95,1070.7,0.0,0,809.03,1879.73
8532UEFWH,1,Male,61,No,No,Yes,Yes,2,1,Q3,Yes,6,52,Offer B,Yes,49.51,Yes,No,,,,,,No,No,No,No,No,No,Two Year,No,Mailed Check,25.75,1345.85,0.0,0,2574.52,3920.37
6296DDOOR,1,Female,19,Yes,No,No,No,0,1,Q3,No,0,19,No Offer,Yes,24.35,No,Yes,Cable,69.0,No,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,58.2,1045.25,0.0,0,462.65,1507.9
7951VRDVK,1,Female,26,Yes,No,No,No,0,1,Q3,No,0,36,No Offer,Yes,13.9,No,Yes,Cable,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,3003.55,0.0,0,500.4,3503.95
