,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Dept,Weekly_Sales
21125,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False,4,7529.02
21126,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False,5,6847.45
21127,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False,6,1379.74
21128,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False,7,5300.39
21129,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False,8,8304.35
21187,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,1,4417.17
21188,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,2,14182.84
21189,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,3,4006.1
21190,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,4,7497.25
21191,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,5,7482.34
21192,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,6,1939.2
21193,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,7,6638.58
21194,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False,8,8371.01
21251,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,1,4159.25
21252,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,2,14019.26
21253,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,3,2812.94
21254,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,4,7363.77
21255,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,5,7202.76
21256,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,6,1682.66
21257,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,7,6388.07
21258,3,30/04/2010,70.24,2.78,213.6716815,7.343,False,8,8614.63
21317,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,1,4756.69
21318,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,2,16416.91
21319,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,3,3841.05
21320,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,4,8550.14
21321,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,5,7328.41
21322,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,6,1660.85
21323,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,7,8612.51
21324,3,07/05/2010,73.47,2.835,213.6211778,7.343,False,8,9072.16
21380,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,1,4771.24
21381,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,2,15597.26
21382,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,3,3660.35
21383,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,4,6765.26
21384,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,5,7260.71
21385,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,6,2479.64
21386,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,7,7181.97
21387,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False,8,8069.59
21444,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,1,4444.92
21445,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,2,15098.12
21446,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,3,3372.16
21447,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,4,7061.3
21448,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,5,5079.98
21449,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,6,1841.03
21450,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,7,8385.54
21451,3,21/05/2010,75.81,2.826,213.9116886,7.343,False,8,7690.88
21506,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,1,4204.65
21507,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,2,14749.03
21508,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,3,3568.78
21509,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,4,7205.91
21510,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,5,5767.75
21511,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,6,2656.79
21512,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,7,7285.55
21513,3,28/05/2010,78.6,2.759,214.2037634,7.343,False,8,7954.76
21568,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,1,5020.1
21569,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,2,17083.4
21570,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,3,3408.74
21571,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,4,8765.89
21572,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,5,9100.17
21573,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,6,1487.64
21574,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,7,11939.29
21575,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False,8,8599.23
21630,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,1,4726.45
21631,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,2,15351.27
21632,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,3,2503.69
21633,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,4,7137.97
21634,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,5,8578.21
21635,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,6,1657.04
21636,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,7,8608.54
21637,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False,8,8835.93
21693,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,1,4444.66
21694,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,2,14982.99
21695,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,3,2920.7
21696,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,4,7509.23
21697,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,5,8787.77
21698,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,6,1556.22
21699,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,7,8769.82
21700,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False,8,8670.13
21756,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,1,4377.74
21757,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,2,13851.83
21758,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,3,2731.51
21759,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,4,7304.73
21760,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,5,8362.08
21761,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,6,1155.51
21762,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,7,13262.5
21763,3,25/06/2010,83.79,2.653,214.6660741,7.343,False,8,7914.04
21818,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,1,4238.56
21819,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,2,16314.65
21820,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,3,2645.63
21821,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,4,8163.02
21822,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,5,7290.93
21823,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,6,1578.43
21824,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,7,8757.26
21825,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False,8,8682.73
21879,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,1,4544.62
21880,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,2,15093.18
21881,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,3,4657.49
21882,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,4,8636.49
21883,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,5,8787.98
21884,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,6,716.34
21885,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,7,7419.46
21886,3,09/07/2010,81.75,2.642,214.4265704,7.346,False,8,7962.33
21942,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,1,3440.69
21943,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,2,14659.55
21944,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,3,5805.9
21945,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,4,6945.46
21946,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,5,5274.61
21947,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,6,921.57
21948,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,7,7162.07
21949,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False,8,7856.36
22003,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,1,3874.45
22004,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,2,14224.53
22005,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,3,7107.79
22006,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,4,7320.08
22007,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,5,6729.8
22008,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,6,1683.46
22009,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,7,6381.82
22010,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False,8,7002.83
22066,3,30/07/2010,82.04,2.64,214.695346,7.346,False,1,4205.62
22067,3,30/07/2010,82.04,2.64,214.695346,7.346,False,2,14191.77
22068,3,30/07/2010,82.04,2.64,214.695346,7.346,False,3,9147.7
22069,3,30/07/2010,82.04,2.64,214.695346,7.346,False,4,7570.49
22070,3,30/07/2010,82.04,2.64,214.695346,7.346,False,5,5453.14
22071,3,30/07/2010,82.04,2.64,214.695346,7.346,False,6,1491.41
22072,3,30/07/2010,82.04,2.64,214.695346,7.346,False,7,5208.45
22073,3,30/07/2010,82.04,2.64,214.695346,7.346,False,8,8128.51
22129,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,1,3552.7
22130,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,2,16183.81
22131,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,3,11686.01
22132,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,4,8991.83
22133,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,5,6065.41
22134,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,6,1641.68
22135,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,7,6375.91
22136,3,06/08/2010,85.13,2.627,214.8341952,7.346,False,8,8095.02
22192,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,1,3930.41
22193,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,2,13947.93
22194,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,3,9329.48
22195,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,4,7340.21
22196,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,5,6352.28
22197,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,6,1204.78
22198,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,7,6972.53
22199,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False,8,6805.2
22252,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,1,4136.05
22253,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,2,14316.56
22254,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,3,13119.92
22255,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,4,7740.37
22256,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,5,4730.87
22257,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,6,1201.18
22258,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,7,7067.21
22259,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False,8,6732.07
22314,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,1,3917.19
22315,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,2,15567.78
22316,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,3,15065.52
22317,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,4,7741.92
22318,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,5,4945.21
22319,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,6,1042.06
22320,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,7,7073.77
22321,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False,8,6565.03
22377,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,1,4923.61
22378,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,2,15961.1
22379,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,3,5942.43
22380,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,4,8464.83
22381,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,5,4862.58
22382,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,6,1523.08
22383,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,7,6880.83
22384,3,03/09/2010,84.16,2.577,214.8481685,7.346,False,8,8722.49
22440,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,1,5184.6
22441,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,2,14946.42
22442,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,3,3546.95
22443,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,4,8274.25
22444,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,5,5868.25
22445,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,6,877.32
22446,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,7,7228.39
22447,3,10/09/2010,80.84,2.565,214.8065431,7.346,True,8,6999.09
22503,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,1,5833.23
22504,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,2,14294.92
22505,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,3,3116.79
22506,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,4,7153.75
22507,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,5,5754.92
22508,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,6,1628.42
22509,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,7,6604.18
22510,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False,8,7709.75
22565,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,1,5855.34
22566,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,2,14200.47
22567,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,3,4106.96
22568,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,4,7111.15
22569,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,5,6696.03
22570,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,6,1337.94
22571,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,7,6937.11
22572,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False,8,7912.14
22630,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,1,5617.26
22631,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,2,14214.86
22632,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,3,3233.79
22633,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,4,6947.26
22634,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,5,7001.48
22635,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,6,2530.38
22636,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,7,6134.59
22637,3,01/10/2010,73.6,2.603,214.9846548,7.564,False,8,8147.53
22692,3,08/10/2010,66.99,2.633,215.060858,7.564,False,1,6848.21
22693,3,08/10/2010,66.99,2.633,215.060858,7.564,False,2,15962.43
22694,3,08/10/2010,66.99,2.633,215.060858,7.564,False,3,4171.83
22695,3,08/10/2010,66.99,2.633,215.060858,7.564,False,4,8310.01
22696,3,08/10/2010,66.99,2.633,215.060858,7.564,False,5,9659.36
22697,3,08/10/2010,66.99,2.633,215.060858,7.564,False,6,1874.28
22698,3,08/10/2010,66.99,2.633,215.060858,7.564,False,7,8395.55
22699,3,08/10/2010,66.99,2.633,215.060858,7.564,False,8,8596.29
22754,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,1,7157.09
22755,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,2,13618.05
22756,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,3,4271.04
22757,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,4,6863.46
22758,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,5,6027.66
22759,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,6,1293.05
22760,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,7,6433.15
22761,3,15/10/2010,69.71,2.72,215.1293114,7.564,False,8,7258.17
22817,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,1,7665.09
22818,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,2,14729.64
22819,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,3,4086.16
22820,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,4,7078.53
22821,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,5,6672.86
22822,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,6,2370.38
22823,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,7,6604.29
22824,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False,8,8093.19
22880,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,1,11645.78
22881,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,2,13421.58
22882,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,3,3070.97
22883,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,4,7156.28
22884,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,5,5389.06
22885,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,6,1371.28
22886,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,7,6573.88
22887,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False,8,7526.98
22944,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,1,14326.87
22945,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,2,18340.04
22946,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,3,4191.21
22947,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,4,9263.26
22948,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,5,9006.17
22949,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,6,2242.72
22950,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,7,8017.65
22951,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False,8,7941.61
23007,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,1,5003.46
23008,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,2,13929.33
23009,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,3,3534.32
23010,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,4,7144.7
23011,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,5,9919.99
23012,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,6,2197.88
23013,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,7,6450.46
23014,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False,8,7707.11
23071,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,1,5848.35
23072,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,2,15414.89
23073,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,3,3468.65
23074,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,4,8687.49
23075,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,5,9856.68
23076,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,6,1920.9
23077,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,7,9419.77
23078,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False,8,8479.26
23135,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,1,5111.38
23136,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,2,14051.23
23137,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,3,4411.18
23138,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,4,9123.35
23139,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,5,40342.94
23140,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,6,13067.28
23141,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,7,33061.55
23142,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True,8,7260.27
23198,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,1,7442.48
23199,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,2,16093.58
23200,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,3,4732.03
23201,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,4,8544.43
23202,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,5,14779.36
23203,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,6,2527.06
23204,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,7,16011.2
23205,3,03/12/2010,53.76,2.708,214.9153531,7.564,False,8,7775.2
23261,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,1,9361.27
23262,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,2,14645.35
23263,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,3,4251.07
23264,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,4,7992.26
23265,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,5,17023.25
23266,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,6,3436.9
23267,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,7,23375.98
23268,3,10/12/2010,51.13,2.843,214.7693037,7.564,False,8,7653.26
23325,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,1,14138.92
23326,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,2,15027.83
23327,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,3,4951.06
23328,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,4,7911.44
23329,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,5,26719.89
23330,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,6,4436.46
23331,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,7,34956.94
23332,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False,8,8428.94
23390,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,1,12351.12
23391,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,2,16877.14
23392,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,3,5107.51
23393,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,4,9602.35
23394,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,5,35871.07
23395,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,6,7405.78
23396,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,7,53832.37
23397,3,24/12/2010,57.16,2.886,214.70178280000002,7.564,False,8,8854.24
23454,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,1,5375.83
23455,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,2,13584.29
23456,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,3,2771.75
23457,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,4,9594.35
23458,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,5,11422.82
23459,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,6,1797.26
23460,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,7,13228.62
23461,3,31/12/2010,53.2,2.943,214.6986466,7.564,True,8,8386.91
23516,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,1,4150.96
23517,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,2,15543.04
23518,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,3,5598.68
23519,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,4,9060.68
23520,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,5,9676.66
23521,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,6,1067.98
23522,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,7,5777.7
23523,3,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False,8,7891.78
23579,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,1,5938.37
23580,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,2,13797.81
23581,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,3,4556.46
23582,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,4,8300.98
23583,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,5,8675.61
23584,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,6,1340.64
23585,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,7,5243.77
23586,3,14/01/2011,44.76,2.983,214.74707290000003,7.551,False,8,8493.31
23641,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,1,5514.44
23642,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,2,15655.73
23643,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,3,5060.19
23644,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,4,8313.48
23645,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,5,7436.61
23646,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,6,1110.24
23647,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,7,6079.3
23648,3,21/01/2011,50.74,3.016,215.1268275,7.551,False,8,8336.42
23704,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,1,5934.7
23705,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,2,13876.17
23706,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,3,5401.52
23707,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,4,7480.53
23708,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,5,11660.98
23709,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,6,2751.74
23710,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,7,6131.37
23711,3,28/01/2011,48.71,3.01,215.5065821,7.551,False,8,7722.54
23767,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,1,7522.25
23768,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,2,17746.76
23769,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,3,4159.78
23770,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,4,8826.31
23771,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,5,18184.36
23772,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,6,2303.1
23773,3,04/02/2011,45.95,2.989,215.88633670000002,7.551,False,7,10113.08
