,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
423,2018-03-04,1.18,559943.98,181586.15,241036.31,1031.75,136289.77,128164.6,2453.04,5672.13,conventional,2018,Sacramento
424,2018-02-25,0.99,589559.59,199926.0,308881.68,1158.23,79593.68,72189.31,1982.31,5422.06,conventional,2018,Sacramento
425,2018-02-18,1.19,530247.15,131656.46,330556.13,700.57,67333.99,57058.58,3145.98,7129.43,conventional,2018,Sacramento
426,2018-02-11,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento
427,2018-02-04,0.86,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66,conventional,2018,Sacramento
428,2018-01-28,1.32,468915.38,158788.12,233834.71,1129.27,75163.28,67847.8,1197.57,6117.91,conventional,2018,Sacramento
429,2018-01-21,1.15,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,conventional,2018,Sacramento
430,2018-01-14,1.31,504269.23,144109.69,299605.5,1249.15,59304.89,52486.47,754.65,6063.77,conventional,2018,Sacramento
431,2018-01-07,1.35,465108.34,159862.75,247999.0,1045.98,56200.61,49386.35,522.37,6291.89,conventional,2018,Sacramento
432,2018-03-25,1.1,488321.93,140383.72,156203.0,13940.11,177795.1,168263.27,7442.94,2088.89,conventional,2018,SanDiego
433,2018-03-18,0.92,643491.07,159346.7,256098.92,13404.8,214640.65,201973.65,9993.67,2673.33,conventional,2018,SanDiego
434,2018-03-11,1.14,512155.1,165801.09,124279.19,16482.97,205591.85,197838.66,6495.41,1257.78,conventional,2018,SanDiego
435,2018-03-04,1.24,459124.87,144401.02,122241.79,18028.76,174453.3,165182.9,6458.18,2812.22,conventional,2018,SanDiego
436,2018-02-25,1.07,538360.91,175663.85,163499.41,15737.33,183460.32,174528.26,6291.5,2640.56,conventional,2018,SanDiego
437,2018-02-18,1.23,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11,conventional,2018,SanDiego
438,2018-02-11,0.93,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55,conventional,2018,SanDiego
439,2018-02-04,0.88,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78,conventional,2018,SanDiego
440,2018-01-28,1.07,566134.81,168171.75,256042.84,16669.82,125250.4,118366.92,4446.82,2436.66,conventional,2018,SanDiego
441,2018-01-21,1.26,460708.82,192219.39,122174.21,17624.92,128690.3,121675.53,4729.22,2285.55,conventional,2018,SanDiego
442,2018-01-14,1.41,439652.12,160896.99,136499.29,21680.72,120575.12,113513.51,4689.39,2372.22,conventional,2018,SanDiego
443,2018-01-07,1.18,464720.86,192510.16,118483.12,19625.38,134102.2,125040.09,6169.89,2892.22,conventional,2018,SanDiego
444,2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,106984.89,103033.73,186.2,3764.96,conventional,2018,SanFrancisco
445,2018-03-18,1.38,777300.99,215279.75,435108.21,2698.44,124214.59,119694.95,92.29,4427.35,conventional,2018,SanFrancisco
446,2018-03-11,1.29,904333.98,270255.15,434279.15,2517.79,197281.89,193813.92,196.57,3271.4,conventional,2018,SanFrancisco
447,2018-03-04,1.16,1051308.5,386100.25,426277.63,2512.69,236417.93,231913.11,1286.43,3218.39,conventional,2018,SanFrancisco
448,2018-02-25,1.17,984000.13,383689.73,431346.38,2127.86,166836.16,162913.33,609.2,3313.63,conventional,2018,SanFrancisco
449,2018-02-18,1.06,1149074.92,193705.48,835774.38,2425.38,117169.68,113216.42,316.78,3636.48,conventional,2018,SanFrancisco
450,2018-02-11,1.32,823086.86,267695.96,405148.34,3199.77,147042.79,144064.49,120.38,2857.92,conventional,2018,SanFrancisco
451,2018-02-04,0.84,1706251.05,459981.14,1113987.54,2886.78,129395.59,126171.02,282.38,2942.19,conventional,2018,SanFrancisco
452,2018-01-28,1.38,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,conventional,2018,SanFrancisco
453,2018-01-21,1.01,1301932.95,259497.05,919666.37,2578.69,120190.84,117863.67,80.08,2247.09,conventional,2018,SanFrancisco
454,2018-01-14,1.21,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,conventional,2018,SanFrancisco
455,2018-01-07,1.46,818086.25,209267.23,466935.74,2525.01,139358.27,136440.18,104.56,2813.53,conventional,2018,SanFrancisco
456,2018-03-25,1.4,524265.69,103573.88,149867.07,998.53,269826.21,155866.8,113666.7,292.71,conventional,2018,Seattle
457,2018-03-18,1.21,685505.57,91648.17,191972.39,1244.44,400640.57,180451.72,219003.18,1185.67,conventional,2018,Seattle
458,2018-03-11,1.42,514742.18,96728.68,134993.6,920.6,282099.3,165320.5,116481.78,297.02,conventional,2018,Seattle
459,2018-03-04,1.43,456320.3,93608.78,135422.61,571.39,226717.52,143222.46,83237.67,257.39,conventional,2018,Seattle
460,2018-02-25,1.22,636462.47,86796.33,173328.81,710.13,375627.2,113771.59,260807.35,1048.26,conventional,2018,Seattle
461,2018-02-18,1.46,468075.23,92450.89,135317.0,639.03,239668.31,148877.37,90182.78,608.16,conventional,2018,Seattle
462,2018-02-11,1.4,,98161.81,129399.46,631.78,240742.98,136973.79,103420.83,348.36,conventional,2018,Seattle
463,2018-02-04,1.04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42,conventional,2018,Seattle
464,2018-01-28,1.34,548587.07,125676.32,178484.53,599.03,243827.19,136634.87,106746.35,445.97,conventional,2018,Seattle
465,2018-01-21,1.31,600669.78,125236.3,202783.51,754.76,271895.21,138209.77,133100.87,584.57,conventional,2018,Seattle
466,2018-01-14,1.26,709903.13,109322.06,214002.35,1034.16,385544.56,136005.01,248487.47,1052.08,conventional,2018,Seattle
467,2018-01-07,1.43,474305.15,116665.02,133127.64,1132.42,223380.07,164408.65,58738.83,232.59,conventional,2018,Seattle
468,2018-03-25,1.19,450658.34,205952.19,73267.19,4313.11,167125.85,132488.4,31527.74,3109.71,conventional,2018,SouthCarolina
469,2018-03-18,1.06,542846.79,230046.31,78736.72,3687.24,230376.52,185198.74,41852.22,3325.56,conventional,2018,SouthCarolina
470,2018-03-11,1.13,482065.76,217013.42,79944.64,4374.67,180733.03,141288.83,36165.79,3278.41,conventional,2018,SouthCarolina
471,2018-03-04,1.16,457398.25,213096.65,71897.89,3953.91,168449.8,119609.41,45130.39,3710.0,conventional,2018,SouthCarolina
472,2018-02-25,1.25,405689.01,178666.56,70216.92,3960.77,152844.76,119270.49,30146.09,3428.18,conventional,2018,SouthCarolina
473,2018-02-18,1.2,396970.44,173173.18,65055.84,3355.35,155386.07,115741.19,35864.29,3780.59,conventional,2018,SouthCarolina
474,2018-02-11,1.05,,213633.63,65654.71,3577.01,169940.2,126052.2,40667.08,3220.92,conventional,2018,SouthCarolina
475,2018-02-04,0.96,678235.27,304189.26,97949.8,4065.74,272030.47,200563.64,68207.94,3258.89,conventional,2018,SouthCarolina
476,2018-01-28,1.22,435490.6,209197.71,72212.81,3511.52,150568.56,109267.86,38526.25,2774.45,conventional,2018,SouthCarolina
477,2018-01-21,1.1,506254.11,234534.94,77898.32,3486.87,190333.98,138219.59,49325.5,2788.89,conventional,2018,SouthCarolina
478,2018-01-14,1.24,423919.68,190128.64,82399.03,3424.35,147967.66,105934.11,39865.79,2167.76,conventional,2018,SouthCarolina
479,2018-01-07,1.19,402919.29,201490.47,64214.46,3089.49,134124.87,104998.57,26809.64,2316.66,conventional,2018,SouthCarolina
480,2018-03-25,1.15,99982.71,23281.1,29539.62,544.24,46617.75,22506.27,23986.48,125.0,conventional,2018,Spokane
481,2018-03-18,1.17,98328.71,21145.49,26680.03,594.18,49909.01,30325.62,19483.29,100.1,conventional,2018,Spokane
482,2018-03-11,1.3,82487.75,20810.25,22874.92,509.82,38292.76,25921.98,12329.14,41.64,conventional,2018,Spokane
483,2018-03-04,1.19,94804.19,21571.92,26446.43,559.0,46226.84,20795.01,25368.62,63.21,conventional,2018,Spokane
484,2018-02-25,,97120.83,21800.62,24410.77,555.0,50354.44,21906.42,28350.8,97.22,conventional,2018,Spokane
485,2018-02-18,1.28,79223.81,21659.59,22242.85,495.67,34825.7,24328.12,10453.84,43.74,conventional,2018,Spokane
486,2018-02-11,1.16,95011.27,25569.06,24035.03,453.07,44954.11,21460.59,23406.38,87.14,conventional,2018,Spokane
487,2018-02-04,0.98,141362.77,36203.06,49563.73,560.55,55035.43,21807.59,33030.13,197.71,conventional,2018,Spokane
488,2018-01-28,1.16,88197.75,25211.46,28636.94,406.68,33942.67,23389.62,10519.31,33.74,conventional,2018,Spokane
489,2018-01-21,1.07,105005.26,24435.65,33395.51,517.34,46656.76,22478.8,24044.51,133.45,conventional,2018,Spokane
490,2018-01-14,1.2,102537.95,25067.66,30621.77,483.2,46365.32,22425.95,23850.96,88.41,conventional,2018,Spokane
491,2018-01-07,1.18,85027.89,27224.55,21852.06,487.93,35463.35,27270.42,8169.06,23.87,conventional,2018,Spokane
492,2018-03-25,1.25,165209.29,80921.04,7515.78,518.71,76253.76,65742.81,10499.14,11.81,conventional,2018,StLouis
493,2018-03-18,1.07,191261.08,90217.1,6557.08,418.97,94067.93,85441.83,8175.36,450.74,conventional,2018,StLouis
494,2018-03-11,1.02,249444.49,119801.0,6013.84,404.77,123224.88,99130.17,19950.02,4144.69,conventional,2018,StLouis
495,2018-03-04,1.32,172050.58,67717.05,9189.29,437.35,94706.89,69210.53,16517.88,8978.48,conventional,2018,StLouis
496,2018-02-25,1.29,188826.97,91834.24,12327.4,470.34,84194.99,70052.46,14017.07,125.46,conventional,2018,StLouis
497,2018-02-18,1.22,172847.28,100935.83,7745.41,388.29,63777.75,46000.98,17776.77,0.0,conventional,2018,StLouis
498,2018-02-11,1.15,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,19908.97,0.0,conventional,2018,StLouis
499,2018-02-04,0.9,322673.64,174119.26,7272.61,456.41,140825.36,114234.23,26591.13,0.0,conventional,2018,StLouis
500,2018-01-28,1.24,,97083.74,7111.09,464.04,103825.52,81101.21,22724.31,0.0,conventional,2018,StLouis
501,2018-01-21,1.05,257250.2,98471.49,7427.5,582.75,150768.46,123950.8,26817.66,0.0,conventional,2018,StLouis
502,2018-01-14,1.36,171192.49,76981.79,12192.94,419.29,81598.47,65370.95,16227.52,0.0,conventional,2018,StLouis
503,2018-01-07,1.34,171869.94,93054.39,13758.41,541.05,64516.09,53120.31,11395.78,0.0,conventional,2018,StLouis
504,2018-03-25,1.38,93961.48,10004.38,57087.01,102.7,26767.39,11836.12,14931.27,0.0,conventional,2018,Syracuse
505,2018-03-18,1.2,71732.63,8952.71,33509.12,83.0,29187.8,9185.93,20001.87,0.0,conventional,2018,Syracuse
506,2018-03-11,1.12,90823.29,9823.97,45835.73,107.7,35055.89,20163.08,14891.7,1.11,conventional,2018,Syracuse
507,2018-03-04,1.1,89700.27,7365.24,50900.41,81.18,31353.44,9960.15,21393.29,0.0,conventional,2018,Syracuse
508,2018-02-25,1.24,68888.16,7676.62,31987.77,94.31,29129.46,20766.25,8363.21,0.0,conventional,2018,Syracuse
509,2018-02-18,1.3,65757.32,5423.11,33613.93,74.65,26645.63,16019.89,10625.74,0.0,conventional,2018,Syracuse
510,2018-02-11,1.3,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0.0,conventional,2018,Syracuse
511,2018-02-04,1.15,,5795.04,77127.19,87.42,30013.7,7708.12,22305.58,0.0,conventional,2018,Syracuse
512,2018-01-28,,73320.15,3345.87,42297.35,62.85,27614.08,5723.16,21890.92,0.0,conventional,2018,Syracuse
513,2018-01-21,1.45,84994.86,3424.37,55184.65,81.92,26303.92,11894.14,14409.78,0.0,conventional,2018,Syracuse
514,2018-01-14,1.31,79367.52,3452.94,45825.51,72.86,30016.21,14827.72,15188.49,0.0,conventional,2018,Syracuse
515,2018-01-07,1.21,68938.02,3687.73,46420.2,60.09,18770.0,5075.27,13694.73,0.0,conventional,2018,Syracuse
516,2018-03-25,1.33,469300.74,289527.11,33226.48,1342.31,145204.84,87355.05,57643.12,206.67,conventional,2018,Tampa
517,2018-03-18,1.13,574380.46,372785.73,43017.73,1301.33,157275.67,93201.11,63924.56,150.0,conventional,2018,Tampa
518,2018-03-11,1.16,580771.43,372746.58,45277.75,1442.66,161304.44,92677.26,68493.85,133.33,conventional,2018,Tampa
519,2018-03-04,1.14,597351.68,372631.01,48784.93,1465.95,174469.79,88569.48,85746.97,153.34,conventional,2018,Tampa
520,2018-02-25,1.3,484876.62,308452.46,39379.53,1251.31,135793.32,96039.07,39654.25,100.0,conventional,2018,Tampa
521,2018-02-18,1.33,442206.63,274990.42,33938.4,1121.33,132156.48,82223.49,49809.66,123.33,conventional,2018,Tampa
522,2018-02-11,1.0,569543.02,364195.92,46814.57,1035.27,157497.26,82780.08,74593.85,123.33,conventional,2018,Tampa
523,2018-02-04,0.98,853642.9,564685.19,79267.58,1096.9,208593.23,91618.58,116804.65,170.0,conventional,2018,Tampa
524,2018-01-28,1.36,461179.38,294233.52,36783.53,958.61,129203.72,77554.08,51622.97,26.67,conventional,2018,Tampa
525,2018-01-21,1.17,577173.29,375284.99,50138.85,1076.25,150673.2,76281.04,74392.16,0.0,conventional,2018,Tampa
526,2018-01-14,1.41,446629.55,286535.45,36727.96,1153.0,122213.14,76263.43,45949.71,0.0,conventional,2018,Tampa
527,2018-01-07,1.2,484007.91,317536.23,44226.34,1046.81,121198.53,68969.54,52215.66,13.33,conventional,2018,Tampa
528,2018-03-25,1.71,2321.82,42.95,272.41,0.0,2006.46,1996.46,10.0,0.0,organic,2018,Albany
529,2018-03-18,1.66,3154.45,275.89,297.96,0.0,2580.6,2577.27,3.33,0.0,organic,2018,Albany
530,2018-03-11,1.68,2570.52,131.67,229.56,0.0,2209.29,2209.29,0.0,0.0,organic,2018,Albany
531,2018-03-04,1.48,3851.3,311.55,296.77,0.0,3242.98,3239.65,3.33,0.0,organic,2018,Albany
532,2018-02-25,1.56,5356.63,816.56,532.59,0.0,4007.48,4007.48,0.0,0.0,organic,2018,Albany
533,2018-02-18,1.43,7566.17,4314.3,251.85,0.0,3000.02,3000.02,0.0,0.0,organic,2018,Albany
534,2018-02-11,1.43,3817.93,59.18,289.85,0.0,3468.9,3468.9,0.0,0.0,organic,2018,Albany
535,2018-02-04,1.52,4124.96,118.38,420.36,0.0,3586.22,3586.22,0.0,0.0,organic,2018,Albany
536,2018-01-28,1.32,6987.56,433.66,374.96,0.0,6178.94,6178.94,0.0,0.0,organic,2018,Albany
537,2018-01-21,1.54,3346.54,14.67,253.01,0.0,3078.86,3078.86,0.0,0.0,organic,2018,Albany
538,2018-01-14,1.47,4140.95,7.3,301.87,0.0,3831.78,3831.78,0.0,0.0,organic,2018,Albany
539,2018-01-07,1.54,4816.9,43.51,412.17,0.0,4361.22,4357.89,3.33,0.0,organic,2018,Albany
540,2018-03-25,1.56,18717.08,469.23,3942.82,0.0,14305.03,9398.45,4906.58,0.0,organic,2018,Atlanta
541,2018-03-18,1.48,,626.28,5411.88,0.0,12976.52,9134.72,3841.8,0.0,organic,2018,Atlanta
542,2018-03-11,1.43,23042.99,590.29,5224.55,0.0,17228.15,16438.54,789.61,0.0,organic,2018,Atlanta
543,2018-03-04,1.66,17082.0,597.4,5315.48,0.0,11169.12,9691.97,1477.15,0.0,organic,2018,Atlanta
544,2018-02-25,1.55,15348.44,530.19,5122.82,0.0,9695.43,9065.3,630.13,0.0,organic,2018,Atlanta
545,2018-02-18,1.56,11165.57,429.96,4037.32,0.0,6698.29,5920.95,777.34,0.0,organic,2018,Atlanta
546,2018-02-11,1.55,14843.93,384.86,3957.78,0.0,10501.29,7478.35,3022.94,0.0,organic,2018,Atlanta
547,2018-02-04,1.62,11900.41,384.29,4042.55,0.0,7473.57,5731.98,1741.59,0.0,organic,2018,Atlanta
548,2018-01-28,1.67,14446.26,390.17,5130.48,0.0,8925.61,5602.18,3323.43,0.0,organic,2018,Atlanta
549,2018-01-21,1.64,18554.97,349.05,3967.66,0.0,14238.26,6204.43,8033.83,0.0,organic,2018,Atlanta
550,2018-01-14,1.56,16151.7,291.55,3583.4,0.0,12276.75,7227.8,5048.95,0.0,organic,2018,Atlanta
551,2018-01-07,1.53,15714.11,405.37,4195.19,0.0,11113.55,7883.61,3229.94,0.0,organic,2018,Atlanta
552,2018-03-25,1.33,57606.42,2002.4,5548.18,82.68,49973.16,49957.61,15.55,0.0,organic,2018,BaltimoreWashington
553,2018-03-18,1.41,45505.0,2132.2,6130.5,76.41,37165.89,37157.4,8.49,0.0,organic,2018,BaltimoreWashington
554,2018-03-11,1.44,48044.77,1885.84,6874.81,96.69,39187.43,39177.43,10.0,0.0,organic,2018,BaltimoreWashington
555,2018-03-04,1.43,43300.77,2360.2,6371.68,93.52,34475.37,34475.37,0.0,0.0,organic,2018,BaltimoreWashington
556,2018-02-25,1.47,,1626.3,7913.27,49.45,37832.13,37822.13,10.0,0.0,organic,2018,BaltimoreWashington
557,2018-02-18,1.52,51564.7,2125.96,12402.09,79.77,36956.88,36927.99,28.89,0.0,organic,2018,BaltimoreWashington
558,2018-02-11,1.53,46355.69,1457.17,9060.57,68.22,35769.73,35769.73,0.0,0.0,organic,2018,BaltimoreWashington
559,2018-02-04,1.59,41615.66,1201.51,7408.22,85.69,32920.24,32904.68,15.56,0.0,organic,2018,BaltimoreWashington
560,2018-01-28,1.55,44059.08,1236.06,8807.18,147.27,33868.57,33859.68,8.89,0.0,organic,2018,BaltimoreWashington
561,2018-01-21,,38098.21,1450.87,9262.48,65.08,27319.78,27315.34,4.44,0.0,organic,2018,BaltimoreWashington
562,2018-01-14,1.39,66149.27,1264.25,10025.87,105.72,54753.43,54746.77,6.66,0.0,organic,2018,BaltimoreWashington
563,2018-01-07,1.15,82282.71,1315.95,9962.1,134.19,70870.47,70863.8,6.67,0.0,organic,2018,BaltimoreWashington
564,2018-03-25,1.81,3119.2,76.12,1006.43,0.0,2036.65,618.64,1418.01,0.0,organic,2018,Boise
565,2018-03-18,1.85,2550.59,89.14,898.36,0.0,1563.09,287.9,1258.17,17.02,organic,2018,Boise
566,2018-03-11,1.8,3447.36,98.9,926.28,0.0,2422.18,664.03,1758.15,0.0,organic,2018,Boise
567,2018-03-04,1.79,2980.6,109.72,904.11,0.0,1966.77,526.56,1440.21,0.0,organic,2018,Boise
568,2018-02-25,1.82,,69.78,745.69,0.0,1614.69,472.96,1141.73,0.0,organic,2018,Boise
569,2018-02-18,1.82,2275.91,72.52,810.01,0.0,1393.38,725.39,667.99,0.0,organic,2018,Boise
570,2018-02-11,1.8,2855.33,46.25,791.61,0.0,2017.47,666.38,1351.09,0.0,organic,2018,Boise
571,2018-02-04,1.8,2594.9,76.84,590.46,0.0,1927.6,492.63,1376.55,58.42,organic,2018,Boise
572,2018-01-28,1.78,2419.64,52.42,580.64,0.0,1786.58,294.66,1490.43,1.49,organic,2018,Boise
573,2018-01-21,1.81,2446.13,41.05,577.32,0.0,1827.76,284.43,1541.86,1.47,organic,2018,Boise
574,2018-01-14,1.81,2130.13,51.93,802.89,0.0,1275.31,350.29,925.02,0.0,organic,2018,Boise
575,2018-01-07,1.77,,42.6,949.08,0.0,1562.22,552.06,1010.16,0.0,organic,2018,Boise
576,2018-03-25,1.74,38441.23,27.25,2031.54,0.0,36382.44,29466.95,6915.49,0.0,organic,2018,Boston
577,2018-03-18,1.83,34809.9,20.31,2456.48,0.0,32333.11,25094.65,7238.46,0.0,organic,2018,Boston
578,2018-03-11,1.85,30476.66,8.51,2114.28,0.0,28353.87,22732.95,5620.92,0.0,organic,2018,Boston
579,2018-03-04,1.92,23890.64,7.84,2254.05,0.0,21628.75,18636.4,2992.35,0.0,organic,2018,Boston
580,2018-02-25,1.79,31567.3,34.89,2390.82,0.0,29141.59,25069.34,4072.25,0.0,organic,2018,Boston
581,2018-02-18,,27960.77,11.63,1603.22,0.0,26345.92,22938.29,3407.63,0.0,organic,2018,Boston
582,2018-02-11,1.85,24728.12,3.67,1795.79,3.67,22924.99,19367.62,3557.37,0.0,organic,2018,Boston
583,2018-02-04,1.83,28934.01,9.14,2504.27,3.66,26416.94,20660.94,5756.0,0.0,organic,2018,Boston
584,2018-01-28,1.72,30846.35,14.65,1628.45,0.0,29203.25,27876.23,1327.02,0.0,organic,2018,Boston
585,2018-01-21,1.82,26704.98,60.87,2647.48,0.0,23996.63,21985.03,2011.6,0.0,organic,2018,Boston
586,2018-01-14,1.73,29468.36,12.77,2380.23,0.0,27075.36,23926.76,3148.6,0.0,organic,2018,Boston
587,2018-01-07,1.91,30096.0,14.46,2704.48,0.0,27377.06,25121.53,2255.53,0.0,organic,2018,Boston
588,2018-03-25,1.03,38203.98,241.71,425.31,0.0,37536.96,25743.24,11793.72,0.0,organic,2018,BuffaloRochester
589,2018-03-18,1.17,16113.35,558.54,106.27,0.0,15448.54,4270.87,11177.67,0.0,organic,2018,BuffaloRochester
590,2018-03-11,1.24,12744.6,763.9,91.2,0.0,11889.5,1124.44,10765.06,0.0,organic,2018,BuffaloRochester
591,2018-03-04,1.38,8580.63,1197.38,159.65,0.0,7223.6,894.23,6329.37,0.0,organic,2018,BuffaloRochester
592,2018-02-25,1.27,11398.35,761.52,168.93,0.0,10467.9,2567.55,7900.35,0.0,organic,2018,BuffaloRochester
593,2018-02-18,1.23,12131.04,542.58,103.62,0.0,11484.84,5283.46,6201.38,0.0,organic,2018,BuffaloRochester
594,2018-02-11,1.21,9744.88,169.08,138.02,0.0,9437.78,2907.29,6530.49,0.0,organic,2018,BuffaloRochester
595,2018-02-04,1.18,14307.71,204.51,181.6,0.0,13921.6,4203.8,9717.8,0.0,organic,2018,BuffaloRochester
596,2018-01-28,1.17,13405.95,232.33,150.46,0.0,13023.16,11059.23,1963.93,0.0,organic,2018,BuffaloRochester
597,2018-01-21,1.23,7288.58,309.8,119.81,0.0,6858.97,3581.4,3277.57,0.0,organic,2018,BuffaloRochester
598,2018-01-14,1.19,10864.95,318.7,133.26,0.0,10412.99,3248.18,7164.81,0.0,organic,2018,BuffaloRochester
599,2018-01-07,1.17,9115.92,283.13,90.07,0.0,8742.72,4250.19,4492.53,0.0,organic,2018,BuffaloRochester
600,2018-03-25,1.77,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,0.0,organic,2018,Charlotte
601,2018-03-18,1.75,,30.26,5808.91,205.67,5941.73,5801.28,140.45,0.0,organic,2018,Charlotte
602,2018-03-11,1.73,13697.68,29.01,6861.78,222.69,6584.2,6511.53,72.67,0.0,organic,2018,Charlotte
603,2018-03-04,1.88,11882.61,31.41,6586.88,268.25,4996.07,4621.84,374.23,0.0,organic,2018,Charlotte
604,2018-02-25,1.91,11946.22,36.46,5987.21,190.71,5731.84,5667.58,64.26,0.0,organic,2018,Charlotte
605,2018-02-18,1.83,12417.57,22.67,5878.08,232.08,6284.74,5981.3,303.44,0.0,organic,2018,Charlotte
606,2018-02-11,1.92,11216.56,7.2,5645.05,238.86,5325.45,5176.75,148.7,0.0,organic,2018,Charlotte
607,2018-02-04,1.89,13273.93,26.28,5187.8,201.87,7857.98,7613.73,244.25,0.0,organic,2018,Charlotte
608,2018-01-28,1.76,12432.58,21.47,6626.86,271.36,5512.89,5080.46,432.43,0.0,organic,2018,Charlotte
609,2018-01-21,1.62,12422.7,8.94,5461.01,246.99,6705.76,6703.12,2.64,0.0,organic,2018,Charlotte
610,2018-01-14,1.45,19522.15,17.87,7132.92,241.85,12129.51,12116.18,13.33,0.0,organic,2018,Charlotte
611,2018-01-07,1.08,28741.11,22.16,6254.59,225.17,22239.19,22132.06,107.13,0.0,organic,2018,Charlotte
612,2018-03-25,1.69,35088.36,324.87,27550.29,0.0,7213.2,7176.54,36.66,0.0,organic,2018,Chicago
613,2018-03-18,1.66,35542.17,184.53,26955.74,0.0,8401.9,8398.57,3.33,0.0,organic,2018,Chicago
614,2018-03-11,1.66,41969.83,583.18,32382.95,0.0,9003.7,8990.36,13.34,0.0,organic,2018,Chicago
615,2018-03-04,1.62,46026.58,1107.05,35255.03,0.0,9664.5,9654.5,10.0,0.0,organic,2018,Chicago
616,2018-02-25,1.68,36432.65,246.73,29263.75,0.0,6922.17,6908.84,13.33,0.0,organic,2018,Chicago
617,2018-02-18,1.66,33678.58,259.18,24314.04,0.0,9105.36,9095.36,10.0,0.0,organic,2018,Chicago
618,2018-02-11,1.65,38202.17,409.68,26524.51,0.0,11267.98,11261.31,6.67,0.0,organic,2018,Chicago
619,2018-02-04,1.62,46956.84,313.29,32668.25,0.0,13975.3,13975.3,0.0,0.0,organic,2018,Chicago
620,2018-01-28,1.72,40770.94,215.4,31318.93,0.0,9236.61,9236.61,0.0,0.0,organic,2018,Chicago
621,2018-01-21,1.82,36688.67,83.93,28134.16,0.0,8470.58,8470.58,0.0,0.0,organic,2018,Chicago
622,2018-01-14,1.79,44955.89,133.39,31177.44,0.0,13645.06,13635.06,10.0,0.0,organic,2018,Chicago
623,2018-01-07,1.83,41573.25,118.84,29600.36,0.0,11854.05,11850.72,3.33,0.0,organic,2018,Chicago
624,2018-03-25,1.66,15502.38,728.9,4308.74,0.0,10464.74,7398.87,3065.87,0.0,organic,2018,CincinnatiDayton
625,2018-03-18,1.31,28721.72,932.06,10505.06,0.0,17284.6,8746.0,8538.6,0.0,organic,2018,CincinnatiDayton
626,2018-03-11,1.27,34517.3,1080.28,12488.67,0.0,20948.35,15617.99,5330.36,0.0,organic,2018,CincinnatiDayton
627,2018-03-04,1.68,11250.57,810.62,4420.73,0.0,6019.22,4449.27,1569.95,0.0,organic,2018,CincinnatiDayton
628,2018-02-25,1.78,15097.8,736.69,4538.31,0.0,9822.8,2275.92,7546.88,0.0,organic,2018,CincinnatiDayton
629,2018-02-18,1.64,9811.36,680.18,4321.38,0.0,4809.8,4698.48,111.32,0.0,organic,2018,CincinnatiDayton
630,2018-02-11,1.59,10754.39,535.84,3567.35,0.0,6651.2,5192.81,1458.39,0.0,organic,2018,CincinnatiDayton
631,2018-02-04,1.69,11196.3,628.58,4438.31,0.0,6129.41,4339.23,1790.18,0.0,organic,2018,CincinnatiDayton
632,2018-01-28,1.51,15027.47,702.32,4805.49,0.0,9519.66,3133.44,6386.22,0.0,organic,2018,CincinnatiDayton
633,2018-01-21,1.6,18364.37,678.73,5179.83,0.0,12505.81,2688.54,9817.27,0.0,organic,2018,CincinnatiDayton
634,2018-01-14,1.71,19434.36,610.29,5917.68,0.0,12906.39,4369.52,8536.87,0.0,organic,2018,CincinnatiDayton
635,2018-01-07,1.71,13141.82,710.55,5212.44,0.0,7218.83,3380.57,3838.26,0.0,organic,2018,CincinnatiDayton
636,2018-03-25,1.31,11125.08,533.97,1113.33,0.0,9477.78,7760.23,1717.55,0.0,organic,2018,Columbus
637,2018-03-18,1.2,32634.06,723.66,8582.89,0.0,23327.51,11776.03,11551.48,0.0,organic,2018,Columbus
638,2018-03-11,1.26,26620.79,820.89,10737.83,0.0,15062.07,12641.49,2420.58,0.0,organic,2018,Columbus
639,2018-03-04,1.48,7617.52,531.55,1246.43,0.0,5839.54,5689.68,149.86,0.0,organic,2018,Columbus
640,2018-02-25,1.57,7371.84,470.96,1510.35,0.0,5390.53,4640.71,749.82,0.0,organic,2018,Columbus
641,2018-02-18,1.44,7807.21,434.86,1521.43,0.0,5850.92,5850.92,0.0,0.0,organic,2018,Columbus
642,2018-02-11,1.42,8970.66,445.67,1117.03,0.0,7407.96,7086.27,321.69,0.0,organic,2018,Columbus
643,2018-02-04,1.47,7422.15,587.11,1186.62,0.0,5648.42,5453.09,195.33,0.0,organic,2018,Columbus
