Store,Dept,Date,Weekly_Sales
Las Vegas,Furniture,10/22/2010,8614.41
Las Vegas,Shoes,10/22/2010,15395.27
Las Vegas,Toys,10/22/2010,32659.74
Las Vegas,Housewares,10/22/2010,42371.48
Las Vegas,Electronics,10/22/2010,19525.85
Los Angeles,Electronics,10/22/2010,24888.57
Los Angeles,Outdoor,10/22/2010,6058.8
Los Angeles,Jewelry,10/22/2010,42886.13
Los Angeles,Housewares,10/22/2010,62810.47
Los Angeles,Furniture,10/22/2010,11462.89
Los Angeles,Shoes,10/22/2010,26656.18
Los Angeles,Toys,10/22/2010,56132
Los Angeles,Clothing,10/22/2010,40755.17
Seattle,Jewelry,10/22/2010,54253.23
Seattle,Housewares,10/22/2010,86969.56
Seattle,Clothing,10/22/2010,51673.53
Seattle,Toys,10/22/2010,63417.23
Seattle,Shoes,10/22/2010,35121.94
Seattle,Furniture,10/22/2010,11099.16
Seattle,Electronics,10/22/2010,43214.99
Seattle,Outdoor,10/22/2010,6039.94
Buffalo,Furniture,10/29/2010,3070.97
Buffalo,Housewares,10/29/2010,13421.58
Buffalo,Toys,10/29/2010,7526.98
Buffalo,Shoes,10/29/2010,6573.88
Buffalo,Jewelry,10/29/2010,7156.28
Buffalo,Electronics,10/29/2010,5389.06
Buffalo,Clothing,10/29/2010,11645.78
Buffalo,Outdoor,10/29/2010,1371.28
Las Vegas,Furniture,10/29/2010,9283.09
Las Vegas,Clothing,10/29/2010,38640.93
Las Vegas,Shoes,10/29/2010,17598.98
Las Vegas,Jewelry,10/29/2010,35202.44
Las Vegas,Electronics,10/29/2010,16377.46
Las Vegas,Toys,10/29/2010,34917.77
Las Vegas,Outdoor,10/29/2010,5424.27
Las Vegas,Housewares,10/29/2010,44081.33
Los Angeles,Outdoor,10/29/2010,5520.87
Los Angeles,Furniture,10/29/2010,11236.1
Los Angeles,Jewelry,10/29/2010,44921.82
Los Angeles,Housewares,10/29/2010,63125.76
Los Angeles,Clothing,10/29/2010,56903.47
Los Angeles,Electronics,10/29/2010,25038.28
Los Angeles,Shoes,10/29/2010,27622.15
Los Angeles,Toys,10/29/2010,57667.62
Seattle,Shoes,10/29/2010,35150.75
Seattle,Furniture,10/29/2010,11635.2
Seattle,Housewares,10/29/2010,84800.12
Seattle,Jewelry,10/29/2010,51854.74
Seattle,Outdoor,10/29/2010,7106.85
Seattle,Clothing,10/29/2010,77397.15
Seattle,Electronics,10/29/2010,36051.3
Seattle,Toys,10/29/2010,62949.8
Buffalo,Clothing,11/6/2010,4726.45
Buffalo,Shoes,11/6/2010,8608.54
Buffalo,Outdoor,11/6/2010,1657.04
Buffalo,Furniture,11/6/2010,2503.69
Buffalo,Housewares,11/6/2010,15351.27
Buffalo,Toys,11/6/2010,8835.93
Buffalo,Electronics,11/6/2010,8578.21
Buffalo,Jewelry,11/6/2010,7137.97
Las Vegas,Electronics,11/6/2010,21817.36
Las Vegas,Toys,11/6/2010,34036.53
Las Vegas,Shoes,11/6/2010,26910.46
Las Vegas,Furniture,11/6/2010,7742.75
Las Vegas,Jewelry,11/6/2010,36579.96
Las Vegas,Outdoor,11/6/2010,4082.04
Las Vegas,Clothing,11/6/2010,16637.62
Las Vegas,Housewares,11/6/2010,47089.54
Los Angeles,Jewelry,11/6/2010,45485.63
Los Angeles,Furniture,11/6/2010,12166.23
Los Angeles,Outdoor,11/6/2010,10125.25
Los Angeles,Housewares,11/6/2010,72603.29
Los Angeles,Electronics,11/6/2010,28096.78
Los Angeles,Toys,11/6/2010,61110.56
Los Angeles,Shoes,11/6/2010,41691.53
Los Angeles,Clothing,11/6/2010,24549.01
Seattle,Furniture,11/6/2010,8633.04
Seattle,Toys,11/6/2010,57975.15
Seattle,Electronics,11/6/2010,36070.92
Seattle,Housewares,11/6/2010,78179.6
Seattle,Shoes,11/6/2010,42143.68
Seattle,Jewelry,11/6/2010,49069.9
Seattle,Outdoor,11/6/2010,8866.86
Seattle,Clothing,11/6/2010,26962.02
Buffalo,Clothing,11/19/2010,5848.35
Buffalo,Electronics,11/19/2010,9856.68
Buffalo,Shoes,11/19/2010,9419.77
Buffalo,Outdoor,11/19/2010,1920.9
Buffalo,Toys,11/19/2010,8479.26
Buffalo,Furniture,11/19/2010,3468.65
Buffalo,Housewares,11/19/2010,15414.89
Buffalo,Jewelry,11/19/2010,8687.49
Las Vegas,Furniture,11/19/2010,9202.11
Las Vegas,Toys,11/19/2010,35759.26
Las Vegas,Jewelry,11/19/2010,37078.61
Las Vegas,Electronics,11/19/2010,24716.49
Las Vegas,Clothing,11/19/2010,19552.84
Las Vegas,Housewares,11/19/2010,41443.25
Las Vegas,Shoes,11/19/2010,24313.72
Las Vegas,Outdoor,11/19/2010,3507.65
Los Angeles,Housewares,11/19/2010,65120.69
Los Angeles,Jewelry,11/19/2010,51524.46
Los Angeles,Electronics,11/19/2010,34318.05
Los Angeles,Furniture,11/19/2010,11233.22
Los Angeles,Clothing,11/19/2010,24363.72
Los Angeles,Outdoor,11/19/2010,7668.48
Los Angeles,Shoes,11/19/2010,53218.32
Los Angeles,Toys,11/19/2010,61775.39
Seattle,Outdoor,11/19/2010,7455.44
Seattle,Housewares,11/19/2010,89350.52
Seattle,Clothing,11/19/2010,32392.84
Seattle,Toys,11/19/2010,69442.5
Seattle,Jewelry,11/19/2010,60787.72
Seattle,Shoes,11/19/2010,49992.79
Seattle,Furniture,11/19/2010,12716.95
Seattle,Electronics,11/19/2010,51115.8
Buffalo,Electronics,11/26/2010,40342.94
Buffalo,Jewelry,11/26/2010,9123.35
Buffalo,Shoes,11/26/2010,33061.55
Buffalo,Housewares,11/26/2010,14051.23
Buffalo,Toys,11/26/2010,7260.27
Buffalo,Clothing,11/26/2010,5111.38
Buffalo,Outdoor,11/26/2010,13067.28
Buffalo,Furniture,11/26/2010,4411.18
Las Vegas,Toys,11/26/2010,34099.53
Las Vegas,Outdoor,11/26/2010,20163.69
Las Vegas,Shoes,11/26/2010,72635.06
Las Vegas,Jewelry,11/26/2010,46201.27
Las Vegas,Furniture,11/26/2010,10706.81
Las Vegas,Housewares,11/26/2010,45681.98
Las Vegas,Clothing,11/26/2010,18820.29
Las Vegas,Electronics,11/26/2010,70158.86
Los Angeles,Toys,11/26/2010,61973.18
Los Angeles,Outdoor,11/26/2010,27228
Los Angeles,Clothing,11/26/2010,24513.63
Los Angeles,Electronics,11/26/2010,102750.26
Los Angeles,Furniture,11/26/2010,15224.16
Los Angeles,Housewares,11/26/2010,66864.2
Los Angeles,Shoes,11/26/2010,140648.34
Los Angeles,Jewelry,11/26/2010,60904.49
Seattle,Toys,11/26/2010,60883.4
Seattle,Housewares,11/26/2010,91281.55
Seattle,Outdoor,11/26/2010,33055.16
Seattle,Clothing,11/26/2010,30958.54
Seattle,Furniture,11/26/2010,14835.25
Seattle,Electronics,11/26/2010,129860.88
Seattle,Jewelry,11/26/2010,67374.29
Seattle,Shoes,11/26/2010,132613.12
Buffalo,Electronics,12/2/2010,12981.72
Buffalo,Clothing,12/2/2010,12748.72
Buffalo,Housewares,12/2/2010,15177.3
Buffalo,Shoes,12/2/2010,8087.19
Buffalo,Jewelry,12/2/2010,8489.46
Buffalo,Outdoor,12/2/2010,2605.51
Buffalo,Furniture,12/2/2010,4887.08
Buffalo,Toys,12/2/2010,8134.91
Las Vegas,Clothing,12/2/2010,46039.49
Las Vegas,Jewelry,12/2/2010,35351.21
Las Vegas,Housewares,12/2/2010,44682.74
Las Vegas,Toys,12/2/2010,37334.83
Las Vegas,Furniture,12/2/2010,10887.84
Las Vegas,Shoes,12/2/2010,18310.31
Las Vegas,Outdoor,12/2/2010,9135
Las Vegas,Electronics,12/2/2010,29620.81
Los Angeles,Electronics,12/2/2010,37978.19
Los Angeles,Toys,12/2/2010,63393.29
Los Angeles,Outdoor,12/2/2010,12491.16
Los Angeles,Furniture,12/2/2010,13821.01
Los Angeles,Housewares,12/2/2010,65487.46
Los Angeles,Shoes,12/2/2010,29067.99
Los Angeles,Clothing,12/2/2010,60483.7
Los Angeles,Jewelry,12/2/2010,44197.95
Seattle,Electronics,12/2/2010,48016.95
Seattle,Shoes,12/2/2010,37175.62
Seattle,Clothing,12/2/2010,69872.44
Seattle,Jewelry,12/2/2010,54069.82
Seattle,Outdoor,12/2/2010,9609.3
Seattle,Housewares,12/2/2010,85763.19
Seattle,Toys,12/2/2010,66308.14
Seattle,Furniture,12/2/2010,16384.59
Buffalo,Toys,12/3/2010,8394.64
Buffalo,Furniture,12/3/2010,4067.62
Buffalo,Jewelry,12/3/2010,6932.93
Buffalo,Electronics,12/3/2010,8846.44
Buffalo,Shoes,12/3/2010,8012.34
Buffalo,Clothing,12/3/2010,5540.28
Buffalo,Housewares,12/3/2010,15022.47
Buffalo,Outdoor,12/3/2010,1858.51
Las Vegas,Clothing,12/3/2010,21043.39
Las Vegas,Jewelry,12/3/2010,32668.67
Las Vegas,Outdoor,12/3/2010,5619
Las Vegas,Toys,12/3/2010,34342.64
Las Vegas,Housewares,12/3/2010,43751.94
Las Vegas,Shoes,12/3/2010,21529.14
Las Vegas,Electronics,12/3/2010,21498.92
Las Vegas,Furniture,12/3/2010,10123.45
Los Angeles,Jewelry,12/3/2010,42489.21
Los Angeles,Electronics,12/3/2010,35103.72
Los Angeles,Furniture,12/3/2010,13061.56
Los Angeles,Toys,12/3/2010,63800.16
Los Angeles,Shoes,12/3/2010,27494.27
Los Angeles,Clothing,12/3/2010,28660.87
Los Angeles,Housewares,12/3/2010,66622.03
Los Angeles,Outdoor,12/3/2010,8030.58
Seattle,Outdoor,12/3/2010,6169.75
Seattle,Jewelry,12/3/2010,52142.35
Seattle,Clothing,12/3/2010,29452.49
Seattle,Toys,12/3/2010,63653.75
Seattle,Electronics,12/3/2010,51995.73
Seattle,Shoes,12/3/2010,32274.55
Seattle,Housewares,12/3/2010,82292.01
Seattle,Furniture,12/3/2010,14321.78
Buffalo,Furniture,12/11/2010,3534.32
Buffalo,Housewares,12/11/2010,13929.33
Buffalo,Outdoor,12/11/2010,2197.88
Buffalo,Toys,12/11/2010,7707.11
Buffalo,Jewelry,12/11/2010,7144.7
Buffalo,Shoes,12/11/2010,6450.46
Buffalo,Clothing,12/11/2010,5003.46
Buffalo,Electronics,12/11/2010,9919.99
Las Vegas,Toys,12/11/2010,35527.64
Las Vegas,Jewelry,12/11/2010,35008.03
Las Vegas,Outdoor,12/11/2010,4248.34
Las Vegas,Housewares,12/11/2010,43194.49
Las Vegas,Electronics,12/11/2010,23698.89
Las Vegas,Clothing,12/11/2010,19549.39
Las Vegas,Furniture,12/11/2010,9146.77
Las Vegas,Shoes,12/11/2010,21019.7
Los Angeles,Furniture,12/11/2010,11819.73
Los Angeles,Toys,12/11/2010,58246.78
Los Angeles,Outdoor,12/11/2010,5171.68
Los Angeles,Jewelry,12/11/2010,46147.8
Los Angeles,Electronics,12/11/2010,34141.84
Los Angeles,Shoes,12/11/2010,42628.64
Los Angeles,Clothing,12/11/2010,22794.09
Los Angeles,Housewares,12/11/2010,62367.28
Seattle,Furniture,12/11/2010,13343.92
Seattle,Jewelry,12/11/2010,53983.21
Seattle,Electronics,12/11/2010,47622.86
Seattle,Clothing,12/11/2010,29630.5
Seattle,Shoes,12/11/2010,45522.98
Seattle,Toys,12/11/2010,63175.82
Seattle,Housewares,12/11/2010,86753.2
Seattle,Outdoor,12/11/2010,6792.45
Buffalo,Jewelry,12/17/2010,7911.44
Buffalo,Toys,12/17/2010,8428.94
Buffalo,Housewares,12/17/2010,15027.83
Buffalo,Clothing,12/17/2010,14138.92
Buffalo,Electronics,12/17/2010,26719.89
Buffalo,Outdoor,12/17/2010,4436.46
Buffalo,Furniture,12/17/2010,4951.06
Buffalo,Shoes,12/17/2010,34956.94
Las Vegas,Furniture,12/17/2010,11986.84
Las Vegas,Toys,12/17/2010,36961.11
Las Vegas,Clothing,12/17/2010,44912.86
Las Vegas,Housewares,12/17/2010,49303.28
Las Vegas,Jewelry,12/17/2010,39154.41
Las Vegas,Shoes,12/17/2010,96198.12
Las Vegas,Electronics,12/17/2010,59589.48
Las Vegas,Outdoor,12/17/2010,12078.11
Los Angeles,Furniture,12/17/2010,18194.58
Los Angeles,Shoes,12/17/2010,167617.55
Los Angeles,Outdoor,12/17/2010,22968.91
Los Angeles,Clothing,12/17/2010,64512.46
Los Angeles,Housewares,12/17/2010,74559.82
Los Angeles,Electronics,12/17/2010,90724.19
Los Angeles,Jewelry,12/17/2010,50651.28
Los Angeles,Toys,12/17/2010,65005.26
Seattle,Jewelry,12/17/2010,59042.38
Seattle,Outdoor,12/17/2010,29207.93
Seattle,Electronics,12/17/2010,115322.43
Seattle,Housewares,12/17/2010,100225.88
Seattle,Furniture,12/17/2010,19505.27
Seattle,Clothing,12/17/2010,74389.92
Seattle,Toys,12/17/2010,68922.99
Seattle,Shoes,12/17/2010,194187.36
Buffalo,Clothing,12/24/2010,12351.12
Buffalo,Toys,12/24/2010,8854.24
Buffalo,Electronics,12/24/2010,35871.07
Buffalo,Jewelry,12/24/2010,9602.35
Buffalo,Furniture,12/24/2010,5107.51
Buffalo,Shoes,12/24/2010,53832.37
Buffalo,Housewares,12/24/2010,16877.14
Buffalo,Outdoor,12/24/2010,7405.78
Las Vegas,Outdoor,12/24/2010,28497.52
Las Vegas,Shoes,12/24/2010,166697.72
Las Vegas,Toys,12/24/2010,41864
Las Vegas,Jewelry,12/24/2010,47893.23
Las Vegas,Housewares,12/24/2010,59889.32
Las Vegas,Electronics,12/24/2010,85676.09
Las Vegas,Furniture,12/24/2010,12080.36
Las Vegas,Clothing,12/24/2010,55931.23
Los Angeles,Shoes,12/24/2010,264837.42
Los Angeles,Electronics,12/24/2010,150343.42
Los Angeles,Jewelry,12/24/2010,62586.93
Los Angeles,Outdoor,12/24/2010,42885.88
Los Angeles,Toys,12/24/2010,74917.03
Los Angeles,Furniture,12/24/2010,21725.62
Los Angeles,Clothing,12/24/2010,82523.73
Los Angeles,Housewares,12/24/2010,91738.44
Seattle,Electronics,12/24/2010,174922.53
Seattle,Housewares,12/24/2010,116473.44
Seattle,Furniture,12/24/2010,22182.14
Seattle,Jewelry,12/24/2010,68696.66
Seattle,Outdoor,12/24/2010,45600.79
Seattle,Clothing,12/24/2010,91216.16
Seattle,Shoes,12/24/2010,293835.78
Seattle,Toys,12/24/2010,76078.03
Buffalo,Clothing,12/31/2010,5375.83
Buffalo,Jewelry,12/31/2010,9594.35
Buffalo,Housewares,12/31/2010,13584.29
Buffalo,Electronics,12/31/2010,11422.82
Buffalo,Shoes,12/31/2010,13228.62
Buffalo,Outdoor,12/31/2010,1797.26
Buffalo,Furniture,12/31/2010,2771.75
Buffalo,Toys,12/31/2010,8386.91
Las Vegas,Furniture,12/31/2010,8266.14
Las Vegas,Jewelry,12/31/2010,36913.8
Las Vegas,Clothing,12/31/2010,19124.58
Las Vegas,Housewares,12/31/2010,35819.83
Las Vegas,Electronics,12/31/2010,32280.82
Las Vegas,Outdoor,12/31/2010,5878.25
Las Vegas,Shoes,12/31/2010,27433.06
Las Vegas,Toys,12/31/2010,32751.73
Los Angeles,Clothing,12/31/2010,28482.71
Los Angeles,Furniture,12/31/2010,8846.2
Los Angeles,Jewelry,12/31/2010,46856.39
Los Angeles,Outdoor,12/31/2010,7570.19
Los Angeles,Electronics,12/31/2010,38706.43
Los Angeles,Housewares,12/31/2010,55375.52
Los Angeles,Toys,12/31/2010,56660.17
Los Angeles,Shoes,12/31/2010,37464.04
Seattle,Jewelry,12/31/2010,53679.23
Seattle,Housewares,12/31/2010,78283.52
Seattle,Electronics,12/31/2010,56929.88
Seattle,Toys,12/31/2010,61888.56
Seattle,Furniture,12/31/2010,11997.9
Seattle,Outdoor,12/31/2010,7384.72
Seattle,Clothing,12/31/2010,28449.27
Seattle,Shoes,12/31/2010,40327.46
Buffalo,Electronics,1/4/2011,9155.98
Buffalo,Furniture,1/4/2011,3324.23
Buffalo,Jewelry,1/4/2011,6464.12
Buffalo,Housewares,1/4/2011,14053.93
Buffalo,Shoes,1/4/2011,6674.34
Buffalo,Outdoor,1/4/2011,1073.3
Buffalo,Clothing,1/4/2011,6389.96
Buffalo,Toys,1/4/2011,7284.46
Las Vegas,Toys,1/4/2011,35319.05
Las Vegas,Furniture,1/4/2011,8734.19
Las Vegas,Jewelry,1/4/2011,34451.9
Las Vegas,Outdoor,1/4/2011,3249.27
Las Vegas,Shoes,1/4/2011,20144.71
Las Vegas,Housewares,1/4/2011,46991.58
Las Vegas,Electronics,1/4/2011,23598.55
Las Vegas,Clothing,1/4/2011,20398.09
Los Angeles,Outdoor,1/4/2011,6312.02
Los Angeles,Housewares,1/4/2011,65018.79
Los Angeles,Electronics,1/4/2011,31811.68
Los Angeles,Clothing,1/4/2011,24591.68
Los Angeles,Toys,1/4/2011,57518.97
Los Angeles,Jewelry,1/4/2011,42467.97
Los Angeles,Shoes,1/4/2011,27458.9
Los Angeles,Furniture,1/4/2011,10844.24
Seattle,Electronics,1/4/2011,42995.57
Seattle,Shoes,1/4/2011,35576.18
Seattle,Clothing,1/4/2011,33809.56
Seattle,Jewelry,1/4/2011,51382.98
Seattle,Toys,1/4/2011,58162.65
Seattle,Outdoor,1/4/2011,3392.98
Seattle,Housewares,1/4/2011,87803.95
Seattle,Furniture,1/4/2011,11476.27
Buffalo,Shoes,1/7/2011,8816.35
Buffalo,Jewelry,1/7/2011,8429.93
Buffalo,Clothing,1/7/2011,5273.09
Buffalo,Outdoor,1/7/2011,1940.78
Buffalo,Furniture,1/7/2011,3077.4
Buffalo,Toys,1/7/2011,8391.08
Buffalo,Housewares,1/7/2011,17234.09
Buffalo,Electronics,1/7/2011,9507.79
Las Vegas,Furniture,1/7/2011,8070.64
Las Vegas,Shoes,1/7/2011,23747.1
Las Vegas,Housewares,1/7/2011,45247.74
Las Vegas,Outdoor,1/7/2011,4047.92
Las Vegas,Jewelry,1/7/2011,36451.71
Las Vegas,Toys,1/7/2011,34063.23
Las Vegas,Electronics,1/7/2011,19239.86
Las Vegas,Clothing,1/7/2011,15363.5
Los Angeles,Housewares,1/7/2011,64838.42
Los Angeles,Electronics,1/7/2011,21354.28
Los Angeles,Furniture,1/7/2011,10217.77
Los Angeles,Clothing,1/7/2011,21706.59
Los Angeles,Outdoor,1/7/2011,6078.89
Los Angeles,Jewelry,1/7/2011,46307.86
Los Angeles,Shoes,1/7/2011,39615.78
Los Angeles,Toys,1/7/2011,58253.08
Seattle,Housewares,1/7/2011,96552.99
Seattle,Toys,1/7/2011,65670.52
Seattle,Outdoor,1/7/2011,7664.63
Seattle,Electronics,1/7/2011,38571.83
Seattle,Furniture,1/7/2011,9256.08
Seattle,Clothing,1/7/2011,25369.16
Seattle,Jewelry,1/7/2011,57906.09
Seattle,Shoes,1/7/2011,57908.72
Buffalo,Jewelry,1/14/2011,8300.98
Buffalo,Toys,1/14/2011,8493.31
Buffalo,Clothing,1/14/2011,5938.37
Buffalo,Furniture,1/14/2011,4556.46
Buffalo,Housewares,1/14/2011,13797.81
Buffalo,Electronics,1/14/2011,8675.61
Buffalo,Outdoor,1/14/2011,1340.64
Buffalo,Shoes,1/14/2011,5243.77
Las Vegas,Electronics,1/14/2011,17445.37
Las Vegas,Shoes,1/14/2011,10774.06
Las Vegas,Jewelry,1/14/2011,34393.95
Las Vegas,Clothing,1/14/2011,17359.7
Las Vegas,Furniture,1/14/2011,13275.87
Las Vegas,Outdoor,1/14/2011,2355.86
Las Vegas,Toys,1/14/2011,34228.3
Las Vegas,Housewares,1/14/2011,39857.4
Los Angeles,Jewelry,1/14/2011,44945.65
Los Angeles,Outdoor,1/14/2011,3481.18
Los Angeles,Toys,1/14/2011,57356.16
Los Angeles,Furniture,1/14/2011,12698.84
Los Angeles,Shoes,1/14/2011,16796.38
Los Angeles,Housewares,1/14/2011,56606.3
Los Angeles,Electronics,1/14/2011,21445.52
Los Angeles,Clothing,1/14/2011,22159.74
Seattle,Electronics,1/14/2011,35733.27
Seattle,Furniture,1/14/2011,16627.16
Seattle,Shoes,1/14/2011,22220.95
Seattle,Jewelry,1/14/2011,54969.55
Seattle,Housewares,1/14/2011,88181.29
Seattle,Toys,1/14/2011,64828.44
Seattle,Outdoor,1/14/2011,6006.55
Seattle,Clothing,1/14/2011,27985.62
Buffalo,Housewares,1/21/2011,15655.73
Buffalo,Toys,1/21/2011,8336.42
Buffalo,Outdoor,1/21/2011,1110.24
Buffalo,Furniture,1/21/2011,5060.19
Buffalo,Jewelry,1/21/2011,8313.48
Buffalo,Shoes,1/21/2011,6079.3
Buffalo,Clothing,1/21/2011,5514.44
Buffalo,Electronics,1/21/2011,7436.61
Las Vegas,Housewares,1/21/2011,41596.99
Las Vegas,Electronics,1/21/2011,18438.07
Las Vegas,Clothing,1/21/2011,17341.47
Las Vegas,Toys,1/21/2011,34547.4
Las Vegas,Shoes,1/21/2011,12657.33
Las Vegas,Outdoor,1/21/2011,2163.84
Las Vegas,Furniture,1/21/2011,12532.94
Las Vegas,Jewelry,1/21/2011,33735.58
Los Angeles,Shoes,1/21/2011,21683.09
Los Angeles,Outdoor,1/21/2011,4562.65
Los Angeles,Jewelry,1/21/2011,45875.56
Los Angeles,Electronics,1/21/2011,24014.1
Los Angeles,Housewares,1/21/2011,62126.32
Los Angeles,Clothing,1/21/2011,23088.16
Los Angeles,Toys,1/21/2011,60375.69
Los Angeles,Furniture,1/21/2011,17268.17
Seattle,Outdoor,1/21/2011,4460.66
Seattle,Toys,1/21/2011,65014.35
Seattle,Furniture,1/21/2011,17979.8
Seattle,Jewelry,1/21/2011,55157.31
Seattle,Shoes,1/21/2011,26206.39
Seattle,Electronics,1/21/2011,34124.65
Seattle,Housewares,1/21/2011,90745.3
Seattle,Clothing,1/21/2011,29835.26
Buffalo,Furniture,1/28/2011,5401.52
Buffalo,Housewares,1/28/2011,13876.17
Buffalo,Clothing,1/28/2011,5934.7
Buffalo,Outdoor,1/28/2011,2751.74
Buffalo,Toys,1/28/2011,7722.54
Buffalo,Jewelry,1/28/2011,7480.53
Buffalo,Shoes,1/28/2011,6131.37
Buffalo,Electronics,1/28/2011,11660.98
Las Vegas,Toys,1/28/2011,35110.75
Las Vegas,Housewares,1/28/2011,41651.01
Las Vegas,Jewelry,1/28/2011,32905.88
Las Vegas,Shoes,1/28/2011,13957.4
Las Vegas,Furniture,1/28/2011,11983.34
Las Vegas,Electronics,1/28/2011,22118.7
Las Vegas,Clothing,1/28/2011,18461.18
Las Vegas,Outdoor,1/28/2011,3200.68
Los Angeles,Outdoor,1/28/2011,2995.8
Los Angeles,Housewares,1/28/2011,59940.76
Los Angeles,Electronics,1/28/2011,27754.2
Los Angeles,Toys,1/28/2011,59611.03
Los Angeles,Furniture,1/28/2011,13959.9
Los Angeles,Clothing,1/28/2011,25461.57
Los Angeles,Jewelry,1/28/2011,43907.78
Los Angeles,Shoes,1/28/2011,19681.82
Seattle,Clothing,1/28/2011,30977.96
Seattle,Outdoor,1/28/2011,5337.34
Seattle,Housewares,1/28/2011,84516.07
Seattle,Toys,1/28/2011,62350.08
Seattle,Shoes,1/28/2011,29911.25
Seattle,Electronics,1/28/2011,40370.22
Seattle,Jewelry,1/28/2011,51712.45
Seattle,Furniture,1/28/2011,15595.81
Buffalo,Jewelry,2/9/2011,8773.88
Buffalo,Clothing,2/9/2011,5210.03
Buffalo,Shoes,2/9/2011,7721.49
Buffalo,Outdoor,2/9/2011,800.24
Buffalo,Housewares,2/9/2011,18264.92
Buffalo,Electronics,2/9/2011,8199.19
Buffalo,Toys,2/9/2011,7552.68
Buffalo,Furniture,2/9/2011,7457.63
Las Vegas,Shoes,2/9/2011,14564.8
Las Vegas,Jewelry,2/9/2011,36589.07
Las Vegas,Housewares,2/9/2011,49419.75
Las Vegas,Clothing,2/9/2011,15277.27
Las Vegas,Electronics,2/9/2011,20432.91
Las Vegas,Furniture,2/9/2011,19604.47
Las Vegas,Outdoor,2/9/2011,3461.79
Las Vegas,Toys,2/9/2011,34963.68
Los Angeles,Shoes,2/9/2011,25244.28
Los Angeles,Housewares,2/9/2011,66006.89
Los Angeles,Electronics,2/9/2011,20155.06
Los Angeles,Furniture,2/9/2011,28003.45
Los Angeles,Clothing,2/9/2011,23645.73
Los Angeles,Outdoor,2/9/2011,5331.25
Los Angeles,Jewelry,2/9/2011,43831.31
Los Angeles,Toys,2/9/2011,55692.84
Seattle,Electronics,2/9/2011,35176.39
Seattle,Housewares,2/9/2011,104098.12
Seattle,Toys,2/9/2011,61627.1
Seattle,Shoes,2/9/2011,39017.49
Seattle,Jewelry,2/9/2011,58127.38
Seattle,Clothing,2/9/2011,29247.78
Seattle,Outdoor,2/9/2011,6567.39
Seattle,Furniture,2/9/2011,26182.37
Buffalo,Shoes,2/12/2011,15251.87
Buffalo,Outdoor,2/12/2011,2327.44
Buffalo,Electronics,2/12/2011,14506.34
Buffalo,Clothing,2/12/2011,9251.4
Buffalo,Toys,2/12/2011,7799.41
Buffalo,Furniture,2/12/2011,4716.27
Buffalo,Jewelry,2/12/2011,8875.33
Buffalo,Housewares,2/12/2011,17134.48
Las Vegas,Furniture,2/12/2011,10146.54
Las Vegas,Shoes,2/12/2011,33118.33
Las Vegas,Jewelry,2/12/2011,38489.63
Las Vegas,Toys,2/12/2011,35886.92
Las Vegas,Electronics,2/12/2011,32572.27
Las Vegas,Clothing,2/12/2011,25293.49
Las Vegas,Housewares,2/12/2011,45928.14
Las Vegas,Outdoor,2/12/2011,5240.63
Los Angeles,Toys,2/12/2011,56405.4
Los Angeles,Outdoor,2/12/2011,7411
Los Angeles,Electronics,2/12/2011,34868.24
Los Angeles,Clothing,2/12/2011,29959.08
Los Angeles,Housewares,2/12/2011,60333.21
Los Angeles,Jewelry,2/12/2011,44295.08
Los Angeles,Furniture,2/12/2011,15569.24
Los Angeles,Shoes,2/12/2011,75221.22
Seattle,Furniture,2/12/2011,13923.27
Seattle,Electronics,2/12/2011,56474.65
Seattle,Jewelry,2/12/2011,55582.51
Seattle,Shoes,2/12/2011,80692.79
Seattle,Housewares,2/12/2011,90896.84
Seattle,Toys,2/12/2011,64584.56
Seattle,Outdoor,2/12/2011,7950.12
Seattle,Clothing,2/12/2011,41861
Buffalo,Clothing,2/18/2011,15348.06
Buffalo,Outdoor,2/18/2011,1696.12
Buffalo,Housewares,2/18/2011,16948.62
Buffalo,Electronics,2/18/2011,10249.06
Buffalo,Furniture,2/18/2011,3964.01
Buffalo,Shoes,2/18/2011,9013.14
Buffalo,Jewelry,2/18/2011,8781.21
Buffalo,Toys,2/18/2011,8028.69
Las Vegas,Furniture,2/18/2011,11724.98
Las Vegas,Electronics,2/18/2011,31092.62
Las Vegas,Shoes,2/18/2011,24549.68
Las Vegas,Clothing,2/18/2011,46845.87
Las Vegas,Jewelry,2/18/2011,36479.25
Las Vegas,Outdoor,2/18/2011,4033.43
Las Vegas,Toys,2/18/2011,35386.72
Las Vegas,Housewares,2/18/2011,49202.06
Los Angeles,Shoes,2/18/2011,33235.49
Los Angeles,Housewares,2/18/2011,69487.17
Los Angeles,Jewelry,2/18/2011,45097.36
Los Angeles,Outdoor,2/18/2011,8158.21
Los Angeles,Toys,2/18/2011,59644.84
Los Angeles,Furniture,2/18/2011,11999.17
Los Angeles,Electronics,2/18/2011,35418.87
Los Angeles,Clothing,2/18/2011,62706.27
Seattle,Outdoor,2/18/2011,5073.02
Seattle,Jewelry,2/18/2011,55175.48
Seattle,Furniture,2/18/2011,15383.2
Seattle,Shoes,2/18/2011,45109.7
Seattle,Clothing,2/18/2011,62481.47
Seattle,Electronics,2/18/2011,61238.29
Seattle,Toys,2/18/2011,68019.7
Seattle,Housewares,2/18/2011,99214.16
Buffalo,Furniture,2/25/2011,3705.62
